,feature,dataset
1561,makes_a_buzzing_sound,artifacts_only
1562,makes_a_gurgling_sound,artifacts_only
1563,makes_a_humming_sound,artifacts_only
1564,makes_a_humming_sound.1,artifacts_only
1565,makes_a_nice_sound/noise,artifacts_only
1566,makes_a_peeping_sound,artifacts_only
1567,makes_a_piercing_noise,artifacts_only
1568,makes_a_special_noise,artifacts_only
1569,makes_catching_things_easier,artifacts_only
1570,makes_old_bread_tasteful_again,artifacts_only
1571,makes_peacefull_music,artifacts_only
1572,manned_by_astronauts,artifacts_only
1573,means_residential_area_when_in_a_compound_with_'built',artifacts_only
1574,men_think_it_is_sexy,artifacts_only
1575,mirrors,artifacts_only
1576,most_of_the_time_is_filled_completely,artifacts_only
1577,moves/sails_on_the_sea_or_on_another_water,artifacts_only
1578,moves/sails_on_the_water,artifacts_only
1579,moves/sails_under_water,artifacts_only
1580,needs_to_be_cleaned_after_use,artifacts_only
1581,needs_to_be_cleaned_sometimes,artifacts_only
1582,needs_to_be_filled,artifacts_only
1583,needs_to_be_supported,artifacts_only
1584,needs_to_be_washed,artifacts_only
1585,needs_to_be_washed_in_water_of_30°_celcius,artifacts_only
1586,not_everyone_has_it,artifacts_only
1587,not_nice_to_use,artifacts_only
1588,not_used_much,artifacts_only
1589,occurs_in_a_choir,artifacts_only
1590,occurs_in_a_saying,artifacts_only
1591,occurs_in_comic_books,artifacts_only
1592,occurs_in_films,artifacts_only
1593,occurs_in_indian_culture,artifacts_only
1594,occurs_in_many_(music)bands,artifacts_only
1595,occurs_often_in_films,artifacts_only
1596,often_contains_plants,artifacts_only
1597,often_covered_with_grafitti,artifacts_only
1598,often_found_to_be_frightening,artifacts_only
1599,often_played_in_a_church,artifacts_only
1600,often_robbed,artifacts_only
1601,often_seen_at_the_coast,artifacts_only
1602,often_seen_in_beauty_parlors,artifacts_only
1603,often_stolen,artifacts_only
1604,often_used__,artifacts_only
1605,often_used_at_camp_sites,artifacts_only
1606,often_used_by_street_musicians,artifacts_only
1607,often_used_by_students,artifacts_only
1608,often_used_in_blues_music,artifacts_only
1609,oil_comes_out_of_it,artifacts_only
1610,one_can_drink_out_of_it,artifacts_only
1611,one_can_eat_out_of_it,artifacts_only
1612,one_can_lie_upon_it,artifacts_only
1613,one_has_to_learn_how_to_play,artifacts_only
1614,one_has_to_put_ground_coffeebeans_in_it,artifacts_only
1615,operated_by_a_pilot,artifacts_only
1616,originates_from_Scotland,artifacts_only
1617,pieces_of_bread_jump_out_of_it,artifacts_only
1618,placed_under_a_plate,artifacts_only
1619,played_by_a_musician,artifacts_only
1620,played_by_a_single_person,artifacts_only
1621,played_by_gipsies,artifacts_only
1622,played_by_men,artifacts_only
1623,played_by_Mozart,artifacts_only
1624,played_by_Toots_Tielemans,artifacts_only
1625,played_in_a_brass_band,artifacts_only
1626,played_seldomly,artifacts_only
1627,played_with_a_bow,artifacts_only
1628,played_with_a_stick_(sticks),artifacts_only
1629,played_with_the_fingers,artifacts_only
1630,played_with_the_hands,artifacts_only
1631,played_with_the_mouth,artifacts_only
1632,played_with_two_hands,artifacts_only
1633,polishes_things,artifacts_only
1634,pots_and_pans_are_put_on_it,artifacts_only
1635,predecessor_of_a_piano,artifacts_only
1636,prevents_being_naked,artifacts_only
1637,prevents_clothes_from_becoming_dirty,artifacts_only
1638,primarily_played_by_girls,artifacts_only
1639,produces_a_bang,artifacts_only
1640,produces_a_hole_in_the_wall,artifacts_only
1641,produces_a_lot_of_sound,artifacts_only
1642,produces_a_lot_of_wind,artifacts_only
1643,produces_an_irritating_noise,artifacts_only
1644,produces_different_sounds,artifacts_only
1645,produces_dust,artifacts_only
1646,produces_fumes,artifacts_only
1647,produces_high_pitched_sound,artifacts_only
1648,produces_music,artifacts_only
1649,produces_noise,artifacts_only
1650,produces_only_one_sound,artifacts_only
1651,produces_sound,artifacts_only
1652,produces_sparks,artifacts_only
1653,protects_against_the_cold,artifacts_only
1654,protects_against_the_rain,artifacts_only
1655,protects_against_the_sun,artifacts_only
1656,protects_against_the_wind,artifacts_only
1657,protects_your_ears_against_the_cold,artifacts_only
1658,protects_your_feet,artifacts_only
1659,pulled_by_horse_or_bullock,artifacts_only
1660,put_on_the_floor,artifacts_only
1661,put_on_the_table,artifacts_only
1662,reaches_till_the_knee,artifacts_only
1663,replaced_every_day,artifacts_only
1664,requires_a_belt_for_wearing_it,artifacts_only
1665,requires_a_special_drivers_licence,artifacts_only
1666,requires_much_practise,artifacts_only
1667,requires_safety_glasses,artifacts_only
1668,ressembles_a_bike,artifacts_only
1669,ressembles_a_piano,artifacts_only
1670,ressembles_a_ruler,artifacts_only
1671,ressembles_a_train,artifacts_only
1672,ribbed,artifacts_only
1673,rides_on_rails,artifacts_only
1674,rolls,artifacts_only
1675,sails,artifacts_only
1676,separates_liquid_from_solid_material,artifacts_only
1677,shines,artifacts_only
1678,shows_a_naked_belly,artifacts_only
1679,shrinks_when_washed,artifacts_only
1680,slides_from_slope,artifacts_only
1681,slides_on_snow,artifacts_only
1682,smells_like_coffee,artifacts_only
1683,smells_like_washing_powder,artifacts_only
1684,smells_neutral,artifacts_only
1685,smells_nice,artifacts_only
1686,sold_in_clothes_shops,artifacts_only
1687,sold_in_Gamma_(particular_hardware_store),artifacts_only
1688,sometimes_has_soil_sticking_to_it,artifacts_only
1689,sometimes_played_on_the_street,artifacts_only
1690,sometimes_used_to_accompany_voice,artifacts_only
1691,sometimes_used_to_pull_out_nails,artifacts_only
1692,sounds_fiercely,artifacts_only
1693,sounds_low,artifacts_only
1694,sounds_nasally,artifacts_only
1695,stands_up_straight,artifacts_only
1696,steered_by_a_captain,artifacts_only
1697,stops_at_fixed_stops_(fixed_places),artifacts_only
1698,stops_in_a_station,artifacts_only
1699,stored_in_the_cellar,artifacts_only
1700,subdivided_in_A-class_and_B-class,artifacts_only
1701,sucks_dust,artifacts_only
1702,takes_off_vertically,artifacts_only
1703,the_driver_is_very_vulnerable_on_the_road,artifacts_only
1704,the_driver_of_this_vehicle_is_behind_the_wheel_for_a_very_long_time,artifacts_only
1705,the_driver_wears_a_helmet,artifacts_only
1706,the_driver_wears_leather_clothes,artifacts_only
1707,the_size_is_indicated_by_numbers,artifacts_only
1708,there_is_a_lot_of_space_in_it,artifacts_only
1709,there_is_advertising_on_it,artifacts_only
1710,there_is_not_much_space,artifacts_only
1711,there_is_soup_in_it,artifacts_only
1712,to_empty_a_cook_pot,artifacts_only
1713,to_enlarge_ones_power,artifacts_only
1714,to_grate,artifacts_only
1715,to_grate_carrots,artifacts_only
1716,to_grate_cheese,artifacts_only
1717,to_grate_fruit,artifacts_only
1718,to_level_walls_and_ceilings,artifacts_only
1719,to_manifacture_stones,artifacts_only
1720,to_manifacture_wood,artifacts_only
1721,to_mine_gold,artifacts_only
1722,to_plaster_walls,artifacts_only
1723,to_polish_nails,artifacts_only
1724,to_span_nuts,artifacts_only
1725,transports_children,artifacts_only
1726,transports_goods,artifacts_only
1727,transports_illegal_immigrants,artifacts_only
1728,transports_persons,artifacts_only
1729,transports_persons_or_goods,artifacts_only
1730,turns_around,artifacts_only
1731,used_after_washing,artifacts_only
1732,used_as_a_dose_measure,artifacts_only
1733,used_as_a_toy,artifacts_only
1734,used_as_accessory,artifacts_only
1735,used_as_decoration,artifacts_only
1736,used_at_a_ramp,artifacts_only
1737,used_at_farms,artifacts_only
1738,used_at_parties,artifacts_only
1739,used_at_the_scouts,artifacts_only
1740,used_at_the_table,artifacts_only
1741,used_by_a_plasterer,artifacts_only
1742,used_by_a_police_officer,artifacts_only
1743,used_by_a_witch,artifacts_only
1744,used_by_artists,artifacts_only
1745,used_by_boys,artifacts_only
1746,used_by_burglars,artifacts_only
1747,used_by_carpenters,artifacts_only
1748,used_by_carpenters.1,artifacts_only
1749,used_by_children,artifacts_only
1750,used_by_cooks,artifacts_only
1751,used_by_cowboys,artifacts_only
1752,used_by_criminals,artifacts_only
1753,used_by_crooks,artifacts_only
1754,used_by_Dennis_The_Menace,artifacts_only
1755,used_by_doctors,artifacts_only
1756,used_by_dogs,artifacts_only
1757,used_by_everybody,artifacts_only
1758,used_by_farmers,artifacts_only
1759,used_by_firemen,artifacts_only
1760,used_by_handymen,artifacts_only
1761,used_by_indians,artifacts_only
1762,used_by_knights,artifacts_only
1763,used_by_lumber_jackers,artifacts_only
1764,used_by_mechanics,artifacts_only
1765,used_by_men,artifacts_only
1766,used_by_mothers,artifacts_only
1767,used_by_painters,artifacts_only
1768,used_by_pirates,artifacts_only
1769,used_by_police_men,artifacts_only
1770,used_by_referees,artifacts_only
1771,used_by_rich_persons,artifacts_only
1772,used_by_Robin_Hood,artifacts_only
1773,used_by_Santa,artifacts_only
1774,used_by_sculptors,artifacts_only
1775,used_by_smiths,artifacts_only
1776,used_by_soldiers,artifacts_only
1777,used_by_strong_men,artifacts_only
1778,used_by_the_handyman,artifacts_only
1779,used_by_tradesmen,artifacts_only
1780,used_by_work_forces,artifacts_only
1781,used_by_workers,artifacts_only
1782,used_by_young_people,artifacts_only
1783,used_daily,artifacts_only
1784,used_during_war,artifacts_only
1785,used_for_a_wedding,artifacts_only
1786,used_for_cleaning,artifacts_only
1787,used_for_cleansing,artifacts_only
1788,used_for_competitions,artifacts_only
1789,used_for_cooking,artifacts_only
1790,used_for_cutting_meat,artifacts_only
1791,used_for_draining,artifacts_only
1792,used_for_fishing,artifacts_only
1793,used_for_grinding,artifacts_only
1794,used_for_hold-ups,artifacts_only
1795,used_for_horse_riding,artifacts_only
1796,used_for_lifting_heavy_objects,artifacts_only
1797,used_for_long_distances,artifacts_only
1798,used_for_making_pasta,artifacts_only
1799,used_for_manicure,artifacts_only
1800,used_for_murding,artifacts_only
1801,used_for_oiling,artifacts_only
1802,used_for_punishing,artifacts_only
1803,used_for_racing,artifacts_only
1804,used_for_research,artifacts_only
1805,used_for_rock_music,artifacts_only
1806,used_for_sado_masochism,artifacts_only
1807,used_for_safari,artifacts_only
1808,used_for_school,artifacts_only
1809,used_for_short_distances,artifacts_only
1810,used_for_shoveling,artifacts_only
1811,used_for_spaghetti,artifacts_only
1812,used_for_spear_trowing,artifacts_only
1813,used_for_stabbing,artifacts_only
1814,used_for_sunbathing,artifacts_only
1815,used_for_taming,artifacts_only
1816,used_for_tinkering,artifacts_only
1817,used_for_torturing,artifacts_only
1818,used_for_traveling,artifacts_only
1819,used_for_windows,artifacts_only
1820,used_in_a_fight,artifacts_only
1821,used_in_a_restaurant,artifacts_only
1822,used_in_autumn,artifacts_only
1823,used_in_baseball,artifacts_only
1824,used_in_class_rooms,artifacts_only
1825,used_in_combination_with_a_hamer,artifacts_only
1826,used_in_construction,artifacts_only
1827,used_in_different_cultures,artifacts_only
1828,used_in_farming,artifacts_only
1829,used_in_folk_dance,artifacts_only
1830,used_in_folk_music,artifacts_only
1831,used_in_folk_music.1,artifacts_only
1832,used_in_games,artifacts_only
1833,used_in_jazz_music,artifacts_only
1834,used_in_many_different_musical_styles,artifacts_only
1835,used_in_pop_music,artifacts_only
1836,used_in_rescue_operations,artifacts_only
1837,used_in_sports,artifacts_only
1838,used_in_summer,artifacts_only
1839,used_in_the_army,artifacts_only
1840,used_in_the_bathroom,artifacts_only
1841,used_in_the_garden,artifacts_only
1842,used_in_the_house,artifacts_only
1843,used_in_the_kitchen,artifacts_only
1844,used_in_the_Mass,artifacts_only
1845,used_in_the_Middle_Ages,artifacts_only
1846,used_in_the_sandbox,artifacts_only
1847,used_in_the_snow,artifacts_only
1848,used_in_traditional_music,artifacts_only
1849,used_in_water,artifacts_only
1850,used_in_winter,artifacts_only
1851,used_on_a_yard,artifacts_only
1852,used_on_vacation,artifacts_only
1853,used_solo,artifacts_only
1854,used_to_announce_something,artifacts_only
1855,used_to_attach_things,artifacts_only
1856,used_to_bake,artifacts_only
1857,used_to_beat,artifacts_only
1858,used_to_blend_things,artifacts_only
1859,used_to_check_whether_something_has_a_straight_edge,artifacts_only
1860,used_to_chop_trees,artifacts_only
1861,used_to_climb,artifacts_only
1862,used_to_cook_good_food_in,artifacts_only
1863,used_to_crack_nuts,artifacts_only
1864,used_to_cultivate_the_soil,artifacts_only
1865,used_to_cut_hair,artifacts_only
1866,used_to_cut_paper,artifacts_only
1867,used_to_detach_something,artifacts_only
1868,used_to_dig,artifacts_only
1869,used_to_do_the_dishes,artifacts_only
1870,used_to_dry_things_with,artifacts_only
1871,used_to_eat_corn_flakes,artifacts_only
1872,used_to_eat_with,artifacts_only
1873,used_to_eat_yoghurt,artifacts_only
1874,used_to_file_iron,artifacts_only
1875,used_to_fly_to_the_moon,artifacts_only
1876,used_to_go_somewhere_invisibly,artifacts_only
1877,used_to_go_walking,artifacts_only
1878,used_to_grasp_something,artifacts_only
1879,used_to_guide_traffic,artifacts_only
1880,used_to_hack,artifacts_only
1881,used_to_hunt,artifacts_only
1882,used_to_keep_food_cool,artifacts_only
1883,used_to_launch_something,artifacts_only
1884,used_to_look_nicer,artifacts_only
1885,used_to_make_coffee,artifacts_only
1886,used_to_make_pancakes,artifacts_only
1887,used_to_make_sand_castles,artifacts_only
1888,used_to_make_sauces,artifacts_only
1889,used_to_make_soup,artifacts_only
1890,used_to_make_war,artifacts_only
1891,used_to_mix_food,artifacts_only
1892,used_to_open_a_can/tin,artifacts_only
1893,used_to_open_things,artifacts_only
1894,used_to_paint,artifacts_only
1895,used_to_protect_the_table,artifacts_only
1896,used_to_put_something_warm_on,artifacts_only
1897,used_to_put_sugar_in_coffee,artifacts_only
1898,used_to_run_on_steam,artifacts_only
1899,used_to_saw_something_in_two,artifacts_only
1900,used_to_smeer_bread,artifacts_only
1901,used_to_sow,artifacts_only
1902,used_to_stick_wood_together,artifacts_only
1903,used_to_store_food,artifacts_only
1904,used_to_store_things,artifacts_only
1905,used_to_toast_bread,artifacts_only
1906,used_to_travel_around_the_world,artifacts_only
1907,used_to_travel_to_other_planets,artifacts_only
1908,used_to_turn_over/spade_the_ground,artifacts_only
1909,used_to_warm_things_up,artifacts_only
1910,used_to_weigh_things,artifacts_only
1911,used_to_work_in_the_garden,artifacts_only
1912,used_to_work_with,artifacts_only
1913,used_together_with_knife,artifacts_only
1914,used_when_you_bake_cake,artifacts_only
1915,used_when_you_drink_tea,artifacts_only
1916,used_when_you_eat_soup,artifacts_only
1917,used_with_arrows,artifacts_only
1918,used_with_your_hands,artifacts_only
1919,uses_a_license,artifacts_only
1920,uses_fuel,artifacts_only
1921,uses_gas,artifacts_only
1922,uses_gunpowder,artifacts_only
1923,uses_kerosine,artifacts_only
1924,using_it_gives_you_a_kick,artifacts_only
1925,using_it_is_fun,artifacts_only
1926,usually_drives_on_the_right_side_of_a_highway,artifacts_only
1927,usually_has_a_cruise_control_system_(auto-pilot),artifacts_only
1928,usually_used_in_the_morning,artifacts_only
1929,vibrates,artifacts_only
1930,was_used_in_early_ages,artifacts_only
1931,was_used_in_mines,artifacts_only
1932,was_used_in_the_past,artifacts_only
1933,was_worn_especially_in_the_past,artifacts_only
1934,water_permeable,artifacts_only
1935,wearing_a_helmet_is_obligatory,artifacts_only
1936,weighs_much,artifacts_only
1937,whistles_when_water_boils,artifacts_only
1938,works_fast,artifacts_only
1939,works_on_batteries,artifacts_only
1940,works_on_electricity,artifacts_only
1941,works_on_petrol,artifacts_only
1942,works_with_a_hinge,artifacts_only
1943,works_with_a_pump,artifacts_only
1944,works_with_a_shove_system,artifacts_only
1945,works_with_air,artifacts_only
1946,worn_as_free_time_clothes,artifacts_only
1947,worn_at_parties,artifacts_only
1948,worn_by_a_boxer,artifacts_only
1949,worn_by_boys,artifacts_only
1950,worn_by_business_people,artifacts_only
1951,worn_by_girls,artifacts_only
1952,worn_by_kids,artifacts_only
1953,worn_by_men,artifacts_only
1954,worn_by_people,artifacts_only
1955,worn_by_the_elderly,artifacts_only
1956,worn_by_transvestites,artifacts_only
1957,worn_by_women,artifacts_only
1958,worn_by_young_people,artifacts_only
1959,worn_during_sports,artifacts_only
1960,worn_often,artifacts_only
1961,worn_often_on_beaches,artifacts_only
1962,worn_on_gala_balls,artifacts_only
1963,worn_with_a_suit,artifacts_only
1964,worn_with_assorted_shawl,artifacts_only
1965,you_can_also_make_ornaments_with_it,artifacts_only
1966,you_can_bust_things_with_it,artifacts_only
1967,you_can_do_tricks_with_it,artifacts_only
1968,you_can_drill_holes_with_it,artifacts_only
1969,you_can_eat_desserts_with_it,artifacts_only
1970,you_can_fall_with_it,artifacts_only
1971,you_can_get_injured_by_it,artifacts_only
1972,you_can_get_sick_on_it,artifacts_only
1973,you_can_injure_someone_with_it,artifacts_only
1974,you_can_kill_someone_with_it,artifacts_only
1975,you_can_learn_it_in_a_school_of_music,artifacts_only
1976,you_can_live_in_it,artifacts_only
1977,you_can_make_dough_with_it,artifacts_only
1978,you_can_make_things_with_it,artifacts_only
1979,you_can_order_it_by_calling_it,artifacts_only
1980,you_can_play_different_notes_whit_it,artifacts_only
1981,you_can_play_songs_on_it,artifacts_only
1982,you_can_play_tug-of-war_with_it,artifacts_only
1983,you_can_play_with_it,artifacts_only
1984,you_can_pull_it_(open)_and_push_it,artifacts_only
1985,you_can_put_a_belt_in_it,artifacts_only
1986,you_can_put_flowers_in_it,artifacts_only
1987,you_can_repair_with_it,artifacts_only
1988,you_can_scour_stuff_off_with_it,artifacts_only
1989,you_can_see_it_in_big_cities,artifacts_only
1990,you_can_see_it_in_Bruge,artifacts_only
1991,you_can_see_it_in_the_sea,artifacts_only
1992,you_can_sift_flour_with_it,artifacts_only
1993,you_can_tie_a_knot_in_it,artifacts_only
1994,you_can_tie_things_down_with_it,artifacts_only
1995,you_can_transport_things_with_it,artifacts_only
1996,you_don't_have_to_peddle,artifacts_only
1997,you_don't_see_it_frequently,artifacts_only
1998,you_especially_see_it_at_night,artifacts_only
1999,you_especially_see_it_in_the_city,artifacts_only
2000,you_have_to_be_able_to_read_notes_for_it,artifacts_only
2001,you_have_to_be_strong_to_use_it,artifacts_only
2002,you_have_to_blow_on_it,artifacts_only
2003,you_have_to_have_good_lungs,artifacts_only
2004,you_have_to_hold_it_diagonally,artifacts_only
2005,you_have_to_pay_for_it,artifacts_only
2006,you_have_to_peddle,artifacts_only
2007,you_have_to_place_it_to_your_lips,artifacts_only
2008,you_have_to_push_it_forward,artifacts_only
2009,you_have_to_push_with_1_foot_to_get_ahead,artifacts_only
2010,you_have_to_read_music-scores,artifacts_only
2011,you_have_to_sit,artifacts_only
2012,you_have_to_stand_up,artifacts_only
2013,you_need_much_breath_for_this,artifacts_only
2014,you_play_chords_on_it,artifacts_only
2015,you_play_musical_notes_on_it,artifacts_only
2016,you_play_rhythms_on_it,artifacts_only
2017,you_put_butter_in_it,artifacts_only
2018,you_put_oil_in_it,artifacts_only
2019,you_ride_it_on_the_cycle_path,artifacts_only
2020,you_roast_meat_in_it,artifacts_only
2021,you_use_it_when_bricklaying,artifacts_only
2022,you_wear_it_in_your_shoes,artifacts_only
2023,you_wear_it_with_a_tie,artifacts_only
2024,you're_sitting_higher_in_it_than_in_a_car,artifacts_only
2025,you're_standing_with_1_leg_on_the_board,artifacts_only
