,Anchor,Concept1,Concept2,Category,estimated_tokens,real_tokens,prompt,gpt_response,gpt_choice
714,Turtle,Axe,Toad,reptile,39.0,40,"Answer using only only word - ""Axe"" or ""Toad"" and not ""Turtle"".Which is more similar in meaning to ""Turtle""?","

Toad",Toad
715,Shovel,Knife,Lizard,tool,40.0,42,"Answer using only only word - ""Knife"" or ""Lizard"" and not ""Shovel"".Which is more similar in meaning to ""Shovel""?","

Knife",Knife
716,Anvil,Screwdriver,Toad,tool,40.0,41,"Answer using only only word - ""Screwdriver"" or ""Toad"" and not ""Anvil"".Which is more similar in meaning to ""Anvil""?","

Screwdriver",Screwdriver
717,Lizard,Chameleon,Paint brush,reptile,42.0,42,"Answer using only only word - ""Chameleon"" or ""Paint brush"" and not ""Lizard"".Which is more similar in meaning to ""Lizard""?","

Chameleon",Chameleon
718,Gecko,Chisel,Nail,reptile,39.0,40,"Answer using only only word - ""Chisel"" or ""Nail"" and not ""Gecko"".Which is more similar in meaning to ""Gecko""?","

Chisel",Chisel
719,Oil can,Crocodile,Dinosaur,tool,42.0,42,"Answer using only only word - ""Crocodile"" or ""Dinosaur"" and not ""Oil can"".Which is more similar in meaning to ""Oil can""?","

Crocodile",Crocodile
720,Tortoise,Blindworm,Chisel,reptile,42.0,51,"Answer using only only word - ""Blindworm"" or ""Chisel"" and not ""Tortoise"".Which is more similar in meaning to ""Tortoise""?","

Blindworm",Blindworm
721,Gecko,Oil can,Salamander,reptile,41.0,41,"Answer using only only word - ""Oil can"" or ""Salamander"" and not ""Gecko"".Which is more similar in meaning to ""Gecko""?","

Salamander",Salamander
722,Boa python,Grinding disk,Turtle,reptile,44.0,43,"Answer using only only word - ""Grinding disk"" or ""Turtle"" and not ""Boa python"".Which is more similar in meaning to ""Boa python""?","

Turtle",Turtle
723,Chameleon,Paint brush,Spanner,reptile,43.0,44,"Answer using only only word - ""Paint brush"" or ""Spanner"" and not ""Chameleon"".Which is more similar in meaning to ""Chameleon""?","

Paint brush",Paint brush
724,Oil can,Gecko,Shovel,tool,40.0,41,"Answer using only only word - ""Gecko"" or ""Shovel"" and not ""Oil can"".Which is more similar in meaning to ""Oil can""?","

Gecko",Gecko
725,Blindworm,Knife,Vacuum,reptile,41.0,43,"Answer using only only word - ""Knife"" or ""Vacuum"" and not ""Blindworm"".Which is more similar in meaning to ""Blindworm""?","

Vacuum",Vacuum
726,Nail,Caiman,Grinding disk,tool,41.0,41,"Answer using only only word - ""Caiman"" or ""Grinding disk"" and not ""Nail"".Which is more similar in meaning to ""Nail""?","

Caiman",Caiman
727,Chameleon,Crocodile,Spanner,reptile,42.0,45,"Answer using only only word - ""Crocodile"" or ""Spanner"" and not ""Chameleon"".Which is more similar in meaning to ""Chameleon""?","

Crocodile",Crocodile
728,Boa python,Paint brush,Screwdriver,reptile,44.0,44,"Answer using only only word - ""Paint brush"" or ""Screwdriver"" and not ""Boa python"".Which is more similar in meaning to ""Boa python""?","

Paint brush",Paint brush
729,Lizard,Paint brush,Screwdriver,reptile,42.0,42,"Answer using only only word - ""Paint brush"" or ""Screwdriver"" and not ""Lizard"".Which is more similar in meaning to ""Lizard""?","

Neither",fill manually
730,Saw,Chisel,Gecko,tool,38.0,40,"Answer using only only word - ""Chisel"" or ""Gecko"" and not ""Saw"".Which is more similar in meaning to ""Saw""?","

Chisel",Chisel
731,Lawn Mower,Boa python,Knife,tool,43.0,45,"Answer using only only word - ""Boa python"" or ""Knife"" and not ""Lawn Mower"".Which is more similar in meaning to ""Lawn Mower""?","

Knife",Knife
732,Axe,Snake,Spanner,tool,38.0,40,"Answer using only only word - ""Snake"" or ""Spanner"" and not ""Axe"".Which is more similar in meaning to ""Axe""?","

Snake",Snake
733,Screwdriver,Blindworm,Knife,tool,43.0,43,"Answer using only only word - ""Blindworm"" or ""Knife"" and not ""Screwdriver"".Which is more similar in meaning to ""Screwdriver""?","

Knife",Knife
734,Dinosaur,Cobra,Grinding disk,reptile,42.0,42,"Answer using only only word - ""Cobra"" or ""Grinding disk"" and not ""Dinosaur"".Which is more similar in meaning to ""Dinosaur""?","

Cobra",Cobra
735,Shovel,Alligator,Hammer,tool,41.0,42,"Answer using only only word - ""Alligator"" or ""Hammer"" and not ""Shovel"".Which is more similar in meaning to ""Shovel""?","

Hammer",Hammer
736,Alligator,Caiman,Lawn Mower,reptile,42.0,42,"Answer using only only word - ""Caiman"" or ""Lawn Mower"" and not ""Alligator"".Which is more similar in meaning to ""Alligator""?","

Caiman",Caiman
737,Salamander,Tortoise,Turtle,reptile,42.0,43,"Answer using only only word - ""Tortoise"" or ""Turtle"" and not ""Salamander"".Which is more similar in meaning to ""Salamander""?","

Turtle",Turtle
738,Paint brush,Cobra,Grinding disk,tool,44.0,44,"Answer using only only word - ""Cobra"" or ""Grinding disk"" and not ""Paint brush"".Which is more similar in meaning to ""Paint brush""?","

Cobra",Cobra
739,Blindworm,Boa python,Oil can,reptile,43.0,59,"Answer using only only word - ""Boa python"" or ""Oil can"" and not ""Blindworm"".Which is more similar in meaning to ""Blindworm""?","

""Boa python"" is more similar in meaning to ""Blindworm"".",Fill manually
740,Nail,Alligator,Boa python,tool,41.0,41,"Answer using only only word - ""Alligator"" or ""Boa python"" and not ""Nail"".Which is more similar in meaning to ""Nail""?","

Alligator",Alligator
741,Lawn Mower,Salamander,Screwdriver,tool,44.0,46,"Answer using only only word - ""Salamander"" or ""Screwdriver"" and not ""Lawn Mower"".Which is more similar in meaning to ""Lawn Mower""?","

Screwdriver.",Screwdriver
742,Nail,Saw,Screwdriver,tool,39.0,41,"Answer using only only word - ""Saw"" or ""Screwdriver"" and not ""Nail"".Which is more similar in meaning to ""Nail""?","

Saw",Saw
743,Lizard,Chameleon,Toad,reptile,40.0,41,"Answer using only only word - ""Chameleon"" or ""Toad"" and not ""Lizard"".Which is more similar in meaning to ""Lizard""?","

Chameleon",Chameleon
744,Paint brush,Blindworm,Saw,tool,42.0,43,"Answer using only only word - ""Blindworm"" or ""Saw"" and not ""Paint brush"".Which is more similar in meaning to ""Paint brush""?","

Saw",Saw
745,Vacuum,Chameleon,Screwdriver,tool,42.0,44,"Answer using only only word - ""Chameleon"" or ""Screwdriver"" and not ""Vacuum"".Which is more similar in meaning to ""Vacuum""?","

Screwdriver",Screwdriver
746,Alligator,Screwdriver,Snake,reptile,42.0,40,"Answer using only only word - ""Screwdriver"" or ""Snake"" and not ""Alligator"".Which is more similar in meaning to ""Alligator""?","

Screwdriver",Screwdriver
747,Blindworm,Chisel,Vacuum,reptile,41.0,43,"Answer using only only word - ""Chisel"" or ""Vacuum"" and not ""Blindworm"".Which is more similar in meaning to ""Blindworm""?","

Vacuum",Vacuum
748,Cobra,Salamander,Turtle,reptile,40.0,43,"Answer using only only word - ""Salamander"" or ""Turtle"" and not ""Cobra"".Which is more similar in meaning to ""Cobra""?","

Salamander.",Salamander
749,Paint brush,Salamander,Spanner,tool,44.0,44,"Answer using only only word - ""Salamander"" or ""Spanner"" and not ""Paint brush"".Which is more similar in meaning to ""Paint brush""?","

Spanner",Spanner
750,Oil can,Cobra,Screwdriver,tool,41.0,42,"Answer using only only word - ""Cobra"" or ""Screwdriver"" and not ""Oil can"".Which is more similar in meaning to ""Oil can""?","

Cobra",Cobra
751,Spanner,Crocodile,Hammer,tool,41.0,44,"Answer using only only word - ""Crocodile"" or ""Hammer"" and not ""Spanner"".Which is more similar in meaning to ""Spanner""?","

Hammer",Hammer
752,Chameleon,Boa python,Caiman,reptile,42.0,43,"Answer using only only word - ""Boa python"" or ""Caiman"" and not ""Chameleon"".Which is more similar in meaning to ""Chameleon""?","

Python",fill manually
753,Toad,Cobra,Paint brush,reptile,40.0,42,"Answer using only only word - ""Cobra"" or ""Paint brush"" and not ""Toad"".Which is more similar in meaning to ""Toad""?","

Cobra",Cobra
754,Screwdriver,Salamander,Turtle,tool,43.0,43,"Answer using only only word - ""Salamander"" or ""Turtle"" and not ""Screwdriver"".Which is more similar in meaning to ""Screwdriver""?","

Salamander",Salamander
755,Turtle,Anvil,Blindworm,reptile,40.0,41,"Answer using only only word - ""Anvil"" or ""Blindworm"" and not ""Turtle"".Which is more similar in meaning to ""Turtle""?","

Anvil",Anvil
756,Lizard,Screwdriver,Shovel,reptile,41.0,42,"Answer using only only word - ""Screwdriver"" or ""Shovel"" and not ""Lizard"".Which is more similar in meaning to ""Lizard""?","

Screwdriver",Screwdriver
757,Screwdriver,Grinding disk,Nail,tool,44.0,43,"Answer using only only word - ""Grinding disk"" or ""Nail"" and not ""Screwdriver"".Which is more similar in meaning to ""Screwdriver""?","

Nail",Nail
758,Grinding disk,Alligator,Snake,tool,44.0,41,"Answer using only only word - ""Alligator"" or ""Snake"" and not ""Grinding disk"".Which is more similar in meaning to ""Grinding disk""?","

Alligator",Alligator
759,Crocodile,Axe,Dinosaur,reptile,41.0,44,"Answer using only only word - ""Axe"" or ""Dinosaur"" and not ""Crocodile"".Which is more similar in meaning to ""Crocodile""?","

Dinosaur",Dinosaur
760,Oil can,Axe,Toad,tool,39.0,40,"Answer using only only word - ""Axe"" or ""Toad"" and not ""Oil can"".Which is more similar in meaning to ""Oil can""?","

Axe",Axe
761,Chameleon,Knife,Screwdriver,reptile,42.0,43,"Answer using only only word - ""Knife"" or ""Screwdriver"" and not ""Chameleon"".Which is more similar in meaning to ""Chameleon""?","

Knife",Knife
762,Salamander,Axe,Grinding disk,reptile,43.0,43,"Answer using only only word - ""Axe"" or ""Grinding disk"" and not ""Salamander"".Which is more similar in meaning to ""Salamander""?","

Axe",Axe
763,Shovel,Anvil,Lawn Mower,tool,41.0,44,"Answer using only only word - ""Anvil"" or ""Lawn Mower"" and not ""Shovel"".Which is more similar in meaning to ""Shovel""?","

Anvil",Anvil
764,Paint brush,Alligator,Toad,tool,43.0,42,"Answer using only only word - ""Alligator"" or ""Toad"" and not ""Paint brush"".Which is more similar in meaning to ""Paint brush""?","

Alligator",Alligator
765,Oil can,Paint brush,Snake,tool,41.0,40,"Answer using only only word - ""Paint brush"" or ""Snake"" and not ""Oil can"".Which is more similar in meaning to ""Oil can""?","

Paint brush.",Paint brush
766,Oil can,Anvil,Cobra,tool,40.0,41,"Answer using only only word - ""Anvil"" or ""Cobra"" and not ""Oil can"".Which is more similar in meaning to ""Oil can""?","

Anvil",Anvil
767,Lizard,Boa python,Knife,reptile,41.0,41,"Answer using only only word - ""Boa python"" or ""Knife"" and not ""Lizard"".Which is more similar in meaning to ""Lizard""?","

Boa python",Boa python
768,Turtle,Tortoise,Vacuum,reptile,40.0,42,"Answer using only only word - ""Tortoise"" or ""Vacuum"" and not ""Turtle"".Which is more similar in meaning to ""Turtle""?","

Tortoise",Tortoise
769,Alligator,Screwdriver,Spanner,reptile,43.0,42,"Answer using only only word - ""Screwdriver"" or ""Spanner"" and not ""Alligator"".Which is more similar in meaning to ""Alligator""?","

Spanner",Spanner
770,Screwdriver,Blindworm,Saw,tool,42.0,43,"Answer using only only word - ""Blindworm"" or ""Saw"" and not ""Screwdriver"".Which is more similar in meaning to ""Screwdriver""?","

Saw",Saw
771,Grinding disk,Axe,Shovel,tool,43.0,43,"Answer using only only word - ""Axe"" or ""Shovel"" and not ""Grinding disk"".Which is more similar in meaning to ""Grinding disk""?","

Axe",Axe
772,Chisel,Chameleon,Shovel,tool,41.0,42,"Answer using only only word - ""Chameleon"" or ""Shovel"" and not ""Chisel"".Which is more similar in meaning to ""Chisel""?","

Shovel",Shovel
773,Oil can,Hammer,Screwdriver,tool,42.0,41,"Answer using only only word - ""Hammer"" or ""Screwdriver"" and not ""Oil can"".Which is more similar in meaning to ""Oil can""?","

Hammer",Hammer
774,Crocodile,Chisel,Salamander,reptile,42.0,45,"Answer using only only word - ""Chisel"" or ""Salamander"" and not ""Crocodile"".Which is more similar in meaning to ""Crocodile""?","

Salamander",Salamander
775,Lawn Mower,Anvil,Chisel,tool,42.0,44,"Answer using only only word - ""Anvil"" or ""Chisel"" and not ""Lawn Mower"".Which is more similar in meaning to ""Lawn Mower""?","

Anvil",Anvil
776,Crocodile,Alligator,Anvil,reptile,42.0,44,"Answer using only only word - ""Alligator"" or ""Anvil"" and not ""Crocodile"".Which is more similar in meaning to ""Crocodile""?","

Alligator",Alligator
777,Saw,Snake,Turtle,tool,38.0,39,"Answer using only only word - ""Snake"" or ""Turtle"" and not ""Saw"".Which is more similar in meaning to ""Saw""?","

Snake",Snake
778,Salamander,Blindworm,Chisel,reptile,43.0,43,"Answer using only only word - ""Blindworm"" or ""Chisel"" and not ""Salamander"".Which is more similar in meaning to ""Salamander""?","

Blindworm",Blindworm
779,Spanner,Chisel,Paint brush,tool,42.0,43,"Answer using only only word - ""Chisel"" or ""Paint brush"" and not ""Spanner"".Which is more similar in meaning to ""Spanner""?","

Chisel.",Chisel
780,Knife,Nail,Turtle,tool,39.0,40,"Answer using only only word - ""Nail"" or ""Turtle"" and not ""Knife"".Which is more similar in meaning to ""Knife""?","

Nail",Nail
781,Vacuum,Saw,Tortoise,tool,40.0,43,"Answer using only only word - ""Saw"" or ""Tortoise"" and not ""Vacuum"".Which is more similar in meaning to ""Vacuum""?","

Saw",Saw
782,Saw,Chameleon,Vacuum,tool,39.0,42,"Answer using only only word - ""Chameleon"" or ""Vacuum"" and not ""Saw"".Which is more similar in meaning to ""Saw""?","

Chameleon",Chameleon
783,Anvil,Axe,Hammer,tool,39.0,40,"Answer using only only word - ""Axe"" or ""Hammer"" and not ""Anvil"".Which is more similar in meaning to ""Anvil""?","

Axe",Axe
784,Chameleon,Cobra,Vacuum,reptile,41.0,44,"Answer using only only word - ""Cobra"" or ""Vacuum"" and not ""Chameleon"".Which is more similar in meaning to ""Chameleon""?","

Cobra",Cobra
785,Saw,Nail,Toad,tool,37.0,40,"Answer using only only word - ""Nail"" or ""Toad"" and not ""Saw"".Which is more similar in meaning to ""Saw""?","

Nail",Nail
786,Grinding disk,Blindworm,Shovel,tool,44.0,52,"Answer using only only word - ""Blindworm"" or ""Shovel"" and not ""Grinding disk"".Which is more similar in meaning to ""Grinding disk""?","

Shovel",Shovel
787,Axe,Chameleon,Saw,tool,38.0,41,"Answer using only only word - ""Chameleon"" or ""Saw"" and not ""Axe"".Which is more similar in meaning to ""Axe""?","

Saw",Saw
788,Screwdriver,Lawn Mower,Shovel,tool,43.0,45,"Answer using only only word - ""Lawn Mower"" or ""Shovel"" and not ""Screwdriver"".Which is more similar in meaning to ""Screwdriver""?","

Shovel",Shovel
789,Chameleon,Grinding disk,Oil can,reptile,43.0,43,"Answer using only only word - ""Grinding disk"" or ""Oil can"" and not ""Chameleon"".Which is more similar in meaning to ""Chameleon""?","

Oil can.",Oil can
790,Anvil,Blindworm,Cobra,tool,40.0,42,"Answer using only only word - ""Blindworm"" or ""Cobra"" and not ""Anvil"".Which is more similar in meaning to ""Anvil""?","

Cobra",Cobra
791,Anvil,Caiman,Snake,tool,39.0,47,"Answer using only only word - ""Caiman"" or ""Snake"" and not ""Anvil"".Which is more similar in meaning to ""Anvil""?","

Caiman",Caiman
792,Chameleon,Lizard,Paint brush,reptile,43.0,43,"Answer using only only word - ""Lizard"" or ""Paint brush"" and not ""Chameleon"".Which is more similar in meaning to ""Chameleon""?","

Lizard",Lizard
793,Lizard,Shovel,Spanner,reptile,40.0,42,"Answer using only only word - ""Shovel"" or ""Spanner"" and not ""Lizard"".Which is more similar in meaning to ""Lizard""?","

Shovel",Shovel
794,Grinding disk,Chameleon,Saw,tool,43.0,43,"Answer using only only word - ""Chameleon"" or ""Saw"" and not ""Grinding disk"".Which is more similar in meaning to ""Grinding disk""?","

Chameleon",Chameleon
795,Chisel,Salamander,Snake,tool,41.0,40,"Answer using only only word - ""Salamander"" or ""Snake"" and not ""Chisel"".Which is more similar in meaning to ""Chisel""?","

Salamander",Salamander
796,Chameleon,Grinding disk,Saw,reptile,42.0,43,"Answer using only only word - ""Grinding disk"" or ""Saw"" and not ""Chameleon"".Which is more similar in meaning to ""Chameleon""?","

Saw",Saw
797,Oil can,Nail,Saw,tool,39.0,40,"Answer using only only word - ""Nail"" or ""Saw"" and not ""Oil can"".Which is more similar in meaning to ""Oil can""?","

Nail",Nail
798,Grinding disk,Hammer,Paint brush,tool,45.0,43,"Answer using only only word - ""Hammer"" or ""Paint brush"" and not ""Grinding disk"".Which is more similar in meaning to ""Grinding disk""?","

Hammer",Hammer
799,Anvil,Knife,Toad,tool,39.0,40,"Answer using only only word - ""Knife"" or ""Toad"" and not ""Anvil"".Which is more similar in meaning to ""Anvil""?","

Toad",Toad
800,Salamander,Caiman,Lawn Mower,reptile,43.0,44,"Answer using only only word - ""Caiman"" or ""Lawn Mower"" and not ""Salamander"".Which is more similar in meaning to ""Salamander""?","

Caiman",Caiman
801,Turtle,Lizard,Spanner,reptile,40.0,41,"Answer using only only word - ""Lizard"" or ""Spanner"" and not ""Turtle"".Which is more similar in meaning to ""Turtle""?","

Lizard",Lizard
802,Caiman,Knife,Paint brush,reptile,41.0,41,"Answer using only only word - ""Knife"" or ""Paint brush"" and not ""Caiman"".Which is more similar in meaning to ""Caiman""?","

Knife",Knife
803,Paint brush,Knife,Nail,tool,42.0,42,"Answer using only only word - ""Knife"" or ""Nail"" and not ""Paint brush"".Which is more similar in meaning to ""Paint brush""?","

Knife.",Knife
804,Anvil,Cobra,Gecko,tool,39.0,41,"Answer using only only word - ""Cobra"" or ""Gecko"" and not ""Anvil"".Which is more similar in meaning to ""Anvil""?","

Cobra",Cobra
805,Vacuum,Lawn Mower,Lizard,tool,41.0,44,"Answer using only only word - ""Lawn Mower"" or ""Lizard"" and not ""Vacuum"".Which is more similar in meaning to ""Vacuum""?","

Lawn Mower",Lawn Mower
806,Knife,Blindworm,Chameleon,tool,41.0,42,"Answer using only only word - ""Blindworm"" or ""Chameleon"" and not ""Knife"".Which is more similar in meaning to ""Knife""?","

Blindworm",Blindworm
807,Alligator,Salamander,Screwdriver,reptile,44.0,42,"Answer using only only word - ""Salamander"" or ""Screwdriver"" and not ""Alligator"".Which is more similar in meaning to ""Alligator""?","

Salamander",Salamander
808,Tortoise,Chameleon,Screwdriver,reptile,43.0,44,"Answer using only only word - ""Chameleon"" or ""Screwdriver"" and not ""Tortoise"".Which is more similar in meaning to ""Tortoise""?","

Chameleon",Chameleon
809,Vacuum,Dinosaur,Lizard,tool,40.0,42,"Answer using only only word - ""Dinosaur"" or ""Lizard"" and not ""Vacuum"".Which is more similar in meaning to ""Vacuum""?","

Dinosaur",Dinosaur
810,Lizard,Snake,Tortoise,reptile,40.0,40,"Answer using only only word - ""Snake"" or ""Tortoise"" and not ""Lizard"".Which is more similar in meaning to ""Lizard""?","

Snake",Snake
811,Spanner,Chisel,Toad,tool,40.0,42,"Answer using only only word - ""Chisel"" or ""Toad"" and not ""Spanner"".Which is more similar in meaning to ""Spanner""?","

Chisel",Chisel
812,Tortoise,Chisel,Lawn Mower,reptile,42.0,44,"Answer using only only word - ""Chisel"" or ""Lawn Mower"" and not ""Tortoise"".Which is more similar in meaning to ""Tortoise""?","

Chisel",Chisel
813,Dinosaur,Chisel,Lawn Mower,reptile,42.0,42,"Answer using only only word - ""Chisel"" or ""Lawn Mower"" and not ""Dinosaur"".Which is more similar in meaning to ""Dinosaur""?","

Lawn Mower",Lawn Mower
814,Alligator,Hammer,Toad,reptile,41.0,40,"Answer using only only word - ""Hammer"" or ""Toad"" and not ""Alligator"".Which is more similar in meaning to ""Alligator""?","

Hammer",Hammer
815,Chameleon,Blindworm,Salamander,reptile,43.0,44,"Answer using only only word - ""Blindworm"" or ""Salamander"" and not ""Chameleon"".Which is more similar in meaning to ""Chameleon""?","

Blindworm",Blindworm
816,Knife,Chameleon,Crocodile,tool,41.0,43,"Answer using only only word - ""Chameleon"" or ""Crocodile"" and not ""Knife"".Which is more similar in meaning to ""Knife""?","

Chameleon",Chameleon
817,Caiman,Hammer,Screwdriver,reptile,41.0,41,"Answer using only only word - ""Hammer"" or ""Screwdriver"" and not ""Caiman"".Which is more similar in meaning to ""Caiman""?","

Hammer",Hammer
818,Anvil,Hammer,Snake,tool,39.0,39,"Answer using only only word - ""Hammer"" or ""Snake"" and not ""Anvil"".Which is more similar in meaning to ""Anvil""?","

Hammer",Hammer
819,Dinosaur,Caiman,Chisel,reptile,41.0,40,"Answer using only only word - ""Caiman"" or ""Chisel"" and not ""Dinosaur"".Which is more similar in meaning to ""Dinosaur""?","

Caiman",Caiman
820,Toad,Chameleon,Dinosaur,reptile,40.0,41,"Answer using only only word - ""Chameleon"" or ""Dinosaur"" and not ""Toad"".Which is more similar in meaning to ""Toad""?","

Chameleon",Chameleon
821,Gecko,Snake,Spanner,reptile,39.0,40,"Answer using only only word - ""Snake"" or ""Spanner"" and not ""Gecko"".Which is more similar in meaning to ""Gecko""?","

Snake",Snake
822,Toad,Lizard,Salamander,reptile,40.0,41,"Answer using only only word - ""Lizard"" or ""Salamander"" and not ""Toad"".Which is more similar in meaning to ""Toad""?","

Lizard",Lizard
823,Salamander,Lawn Mower,Shovel,reptile,43.0,45,"Answer using only only word - ""Lawn Mower"" or ""Shovel"" and not ""Salamander"".Which is more similar in meaning to ""Salamander""?","

Lawn Mower",Lawn Mower
824,Paint brush,Anvil,Lawn Mower,tool,43.0,44,"Answer using only only word - ""Anvil"" or ""Lawn Mower"" and not ""Paint brush"".Which is more similar in meaning to ""Paint brush""?","

Anvil",Anvil
825,Tortoise,Grinding disk,Nail,reptile,42.0,43,"Answer using only only word - ""Grinding disk"" or ""Nail"" and not ""Tortoise"".Which is more similar in meaning to ""Tortoise""?","

Nail",Nail
826,Boa python,Gecko,Toad,reptile,41.0,42,"Answer using only only word - ""Gecko"" or ""Toad"" and not ""Boa python"".Which is more similar in meaning to ""Boa python""?","

Toad",Toad
827,Knife,Axe,Chisel,tool,39.0,40,"Answer using only only word - ""Axe"" or ""Chisel"" and not ""Knife"".Which is more similar in meaning to ""Knife""?","

Axe",Axe
828,Crocodile,Grinding disk,Spanner,reptile,43.0,46,"Answer using only only word - ""Grinding disk"" or ""Spanner"" and not ""Crocodile"".Which is more similar in meaning to ""Crocodile""?","

Grinding disk",Grinding disk
829,Grinding disk,Saw,Toad,tool,42.0,42,"Answer using only only word - ""Saw"" or ""Toad"" and not ""Grinding disk"".Which is more similar in meaning to ""Grinding disk""?","

Saw",Saw
830,Screwdriver,Boa python,Grinding disk,tool,45.0,44,"Answer using only only word - ""Boa python"" or ""Grinding disk"" and not ""Screwdriver"".Which is more similar in meaning to ""Screwdriver""?","

Boa python",Boa python
831,Nail,Blindworm,Chisel,tool,40.0,41,"Answer using only only word - ""Blindworm"" or ""Chisel"" and not ""Nail"".Which is more similar in meaning to ""Nail""?","

Chisel",Chisel
832,Snake,Anvil,Nail,reptile,39.0,38,"Answer using only only word - ""Anvil"" or ""Nail"" and not ""Snake"".Which is more similar in meaning to ""Snake""?","

Nail",Nail
833,Nail,Caiman,Dinosaur,tool,39.0,40,"Answer using only only word - ""Caiman"" or ""Dinosaur"" and not ""Nail"".Which is more similar in meaning to ""Nail""?","

Caiman",Caiman
834,Hammer,Boa python,Crocodile,tool,42.0,43,"Answer using only only word - ""Boa python"" or ""Crocodile"" and not ""Hammer"".Which is more similar in meaning to ""Hammer""?","

Boa python",Boa python
835,Gecko,Salamander,Saw,reptile,40.0,41,"Answer using only only word - ""Salamander"" or ""Saw"" and not ""Gecko"".Which is more similar in meaning to ""Gecko""?","

Saw",Saw
836,Toad,Nail,Turtle,reptile,38.0,40,"Answer using only only word - ""Nail"" or ""Turtle"" and not ""Toad"".Which is more similar in meaning to ""Toad""?","

Nail",Nail
837,Axe,Caiman,Grinding disk,tool,40.0,41,"Answer using only only word - ""Caiman"" or ""Grinding disk"" and not ""Axe"".Which is more similar in meaning to ""Axe""?","

Caiman",Caiman
838,Boa python,Chameleon,Grinding disk,reptile,44.0,44,"Answer using only only word - ""Chameleon"" or ""Grinding disk"" and not ""Boa python"".Which is more similar in meaning to ""Boa python""?","

Chameleon",Chameleon
839,Paint brush,Chisel,Salamander,tool,43.0,43,"Answer using only only word - ""Chisel"" or ""Salamander"" and not ""Paint brush"".Which is more similar in meaning to ""Paint brush""?","

Chisel",Chisel
840,Knife,Cobra,Shovel,tool,39.0,42,"Answer using only only word - ""Cobra"" or ""Shovel"" and not ""Knife"".Which is more similar in meaning to ""Knife""?","

Shovel",Shovel
841,Paint brush,Dinosaur,Snake,tool,43.0,41,"Answer using only only word - ""Dinosaur"" or ""Snake"" and not ""Paint brush"".Which is more similar in meaning to ""Paint brush""?","

Dinosaur",Dinosaur
842,Nail,Gecko,Saw,tool,38.0,40,"Answer using only only word - ""Gecko"" or ""Saw"" and not ""Nail"".Which is more similar in meaning to ""Nail""?","

Gecko",Gecko
843,Paint brush,Alligator,Blindworm,tool,44.0,43,"Answer using only only word - ""Alligator"" or ""Blindworm"" and not ""Paint brush"".Which is more similar in meaning to ""Paint brush""?","

Alligator",Alligator
844,Axe,Nail,Screwdriver,tool,39.0,41,"Answer using only only word - ""Nail"" or ""Screwdriver"" and not ""Axe"".Which is more similar in meaning to ""Axe""?","

Nail",Nail
845,Knife,Chameleon,Saw,tool,39.0,41,"Answer using only only word - ""Chameleon"" or ""Saw"" and not ""Knife"".Which is more similar in meaning to ""Knife""?","

Saw",Saw
846,Cobra,Alligator,Lizard,reptile,40.0,42,"Answer using only only word - ""Alligator"" or ""Lizard"" and not ""Cobra"".Which is more similar in meaning to ""Cobra""?","

Alligator",Alligator
847,Gecko,Grinding disk,Saw,reptile,40.0,41,"Answer using only only word - ""Grinding disk"" or ""Saw"" and not ""Gecko"".Which is more similar in meaning to ""Gecko""?","

Saw",Saw
848,Shovel,Chisel,Grinding disk,tool,42.0,43,"Answer using only only word - ""Chisel"" or ""Grinding disk"" and not ""Shovel"".Which is more similar in meaning to ""Shovel""?","

Chisel",Chisel
849,Vacuum,Axe,Dinosaur,tool,40.0,42,"Answer using only only word - ""Axe"" or ""Dinosaur"" and not ""Vacuum"".Which is more similar in meaning to ""Vacuum""?","

Axe",Axe
850,Vacuum,Hammer,Screwdriver,tool,41.0,43,"Answer using only only word - ""Hammer"" or ""Screwdriver"" and not ""Vacuum"".Which is more similar in meaning to ""Vacuum""?","

Hammer",Hammer
851,Chisel,Knife,Lizard,tool,40.0,40,"Answer using only only word - ""Knife"" or ""Lizard"" and not ""Chisel"".Which is more similar in meaning to ""Chisel""?","

Knife",Knife
852,Grinding disk,Spanner,Vacuum,tool,44.0,44,"Answer using only only word - ""Spanner"" or ""Vacuum"" and not ""Grinding disk"".Which is more similar in meaning to ""Grinding disk""?","

Spanner.",Spanner
853,Screwdriver,Axe,Hammer,tool,42.0,42,"Answer using only only word - ""Axe"" or ""Hammer"" and not ""Screwdriver"".Which is more similar in meaning to ""Screwdriver""?","

Axe.",Axe
854,Nail,Caiman,Hammer,tool,39.0,40,"Answer using only only word - ""Caiman"" or ""Hammer"" and not ""Nail"".Which is more similar in meaning to ""Nail""?","

Hammer",Hammer
855,Shovel,Gecko,Lizard,tool,40.0,42,"Answer using only only word - ""Gecko"" or ""Lizard"" and not ""Shovel"".Which is more similar in meaning to ""Shovel""?","

Gecko",Gecko
856,Boa python,Oil can,Screwdriver,reptile,43.0,43,"Answer using only only word - ""Oil can"" or ""Screwdriver"" and not ""Boa python"".Which is more similar in meaning to ""Boa python""?","

Oil can",Oil can
857,Anvil,Hammer,Vacuum,tool,39.0,41,"Answer using only only word - ""Hammer"" or ""Vacuum"" and not ""Anvil"".Which is more similar in meaning to ""Anvil""?","

Hammer",Hammer
858,Cobra,Axe,Salamander,reptile,40.0,43,"Answer using only only word - ""Axe"" or ""Salamander"" and not ""Cobra"".Which is more similar in meaning to ""Cobra""?","

Axe",Axe
