<<<<<<< HEAD
,Anchor,Concept1,Concept2,Category,estimated_tokens,real_tokens,prompt,gpt_response,gpt_choice
1248,Chameleon,Axe,Shovel,reptile,41,43,"Answer using only only word - ""Axe"" or ""Shovel"" and not ""Chameleon"".Which is more similar in meaning to ""Chameleon""?","

Axe",Axe
1275,Caiman,Axe,Turtle,reptile,39,40,"Answer using only only word - ""Axe"" or ""Turtle"" and not ""Caiman"".Which is more similar in meaning to ""Caiman""?","

Axe",Axe
1280,Hammer,Axe,Blindworm,tool,40,41,"Answer using only only word - ""Axe"" or ""Blindworm"" and not ""Hammer"".Which is more similar in meaning to ""Hammer""?","

Axe",Axe
1343,Snake,Axe,Hammer,reptile,39,38,"Answer using only only word - ""Axe"" or ""Hammer"" and not ""Snake"".Which is more similar in meaning to ""Snake""?","

Axe",Axe
1366,Blindworm,Axe,Hammer,reptile,41,42,"Answer using only only word - ""Axe"" or ""Hammer"" and not ""Blindworm"".Which is more similar in meaning to ""Blindworm""?","

Axe",Axe
1375,Shovel,Axe,Hammer,tool,39,42,"Answer using only only word - ""Axe"" or ""Hammer"" and not ""Shovel"".Which is more similar in meaning to ""Shovel""?","

Axe",Axe
1397,Paint brush,Axe,Blindworm,tool,42,43,"Answer using only only word - ""Axe"" or ""Blindworm"" and not ""Paint brush"".Which is more similar in meaning to ""Paint brush""?","

Axe",Axe
1419,Chisel,Axe,Knife,tool,39,40,"Answer using only only word - ""Axe"" or ""Knife"" and not ""Chisel"".Which is more similar in meaning to ""Chisel""?","

Axe",Axe
1428,Grinding disk,Axe,Salamander,tool,44,43,"Answer using only only word - ""Axe"" or ""Salamander"" and not ""Grinding disk"".Which is more similar in meaning to ""Grinding disk""?","

Axe",Axe
1443,Caiman,Axe,Knife,reptile,39,40,"Answer using only only word - ""Axe"" or ""Knife"" and not ""Caiman"".Which is more similar in meaning to ""Caiman""?","

Axe",Axe
1463,Nail,Axe,Spanner,tool,38,41,"Answer using only only word - ""Axe"" or ""Spanner"" and not ""Nail"".Which is more similar in meaning to ""Nail""?","

Axe",Axe
1464,Crocodile,Axe,Tortoise,reptile,41,45,"Answer using only only word - ""Axe"" or ""Tortoise"" and not ""Crocodile"".Which is more similar in meaning to ""Crocodile""?","

Axe",Axe
1469,Caiman,Axe,Hammer,reptile,39,40,"Answer using only only word - ""Axe"" or ""Hammer"" and not ""Caiman"".Which is more similar in meaning to ""Caiman""?","

Axe",Axe
18,Tortoise,Blindworm,Screwdriver,reptile,43,44,"Answer using only only word - ""Blindworm"" or ""Screwdriver"" and not ""Tortoise"".Which is more similar in meaning to ""Tortoise""?","

Blindworm",Blindworm
32,Salamander,Blindworm,Grinding disk,reptile,44,44,"Answer using only only word - ""Blindworm"" or ""Grinding disk"" and not ""Salamander"".Which is more similar in meaning to ""Salamander""?","

Blindworm",Blindworm
113,Snake,Blindworm,Spanner,reptile,40,40,"Answer using only only word - ""Blindworm"" or ""Spanner"" and not ""Snake"".Which is more similar in meaning to ""Snake""?","

Blindworm.",Blindworm
137,Nail,Blindworm,Crocodile,tool,40,43,"Answer using only only word - ""Blindworm"" or ""Crocodile"" and not ""Nail"".Which is more similar in meaning to ""Nail""?","

Blindworm",Blindworm
181,Cobra,Blindworm,Dinosaur,reptile,41,43,"Answer using only only word - ""Blindworm"" or ""Dinosaur"" and not ""Cobra"".Which is more similar in meaning to ""Cobra""?","

Blindworm",Blindworm
293,Oil can,Blindworm,Paint brush,tool,42,42,"Answer using only only word - ""Blindworm"" or ""Paint brush"" and not ""Oil can"".Which is more similar in meaning to ""Oil can""?","

Blindworm",Blindworm
327,Snake,Blindworm,Grinding disk,reptile,42,40,"Answer using only only word - ""Blindworm"" or ""Grinding disk"" and not ""Snake"".Which is more similar in meaning to ""Snake""?","

Blindworm",Blindworm
420,Chisel,Blindworm,Chameleon,tool,41,42,"Answer using only only word - ""Blindworm"" or ""Chameleon"" and not ""Chisel"".Which is more similar in meaning to ""Chisel""?","

Blindworm",Blindworm
469,Cobra,Blindworm,Shovel,reptile,40,44,"Answer using only only word - ""Blindworm"" or ""Shovel"" and not ""Cobra"".Which is more similar in meaning to ""Cobra""?","

Blindworm",Blindworm
482,Alligator,Blindworm,Shovel,reptile,42,42,"Answer using only only word - ""Blindworm"" or ""Shovel"" and not ""Alligator"".Which is more similar in meaning to ""Alligator""?","

Blindworm",Blindworm
520,Shovel,Blindworm,Turtle,tool,41,43,"Answer using only only word - ""Blindworm"" or ""Turtle"" and not ""Shovel"".Which is more similar in meaning to ""Shovel""?","

Blindworm",Blindworm
560,Toad,Blindworm,Tortoise,reptile,40,42,"Answer using only only word - ""Blindworm"" or ""Tortoise"" and not ""Toad"".Which is more similar in meaning to ""Toad""?","

Blindworm",Blindworm
571,Nail,Blindworm,Salamander,tool,41,42,"Answer using only only word - ""Blindworm"" or ""Salamander"" and not ""Nail"".Which is more similar in meaning to ""Nail""?","

Blindworm",Blindworm
572,Turtle,Blindworm,Lawn Mower,reptile,42,43,"Answer using only only word - ""Blindworm"" or ""Lawn Mower"" and not ""Turtle"".Which is more similar in meaning to ""Turtle""?","

Blindworm",Blindworm
652,Oil can,Blindworm,Chisel,tool,41,49,"Answer using only only word - ""Blindworm"" or ""Chisel"" and not ""Oil can"".Which is more similar in meaning to ""Oil can""?","

Blindworm",Blindworm
672,Toad,Blindworm,Salamander,reptile,41,42,"Answer using only only word - ""Blindworm"" or ""Salamander"" and not ""Toad"".Which is more similar in meaning to ""Toad""?","

Blindworm",Blindworm
700,Turtle,Blindworm,Salamander,reptile,42,42,"Answer using only only word - ""Blindworm"" or ""Salamander"" and not ""Turtle"".Which is more similar in meaning to ""Turtle""?","

Blindworm",Blindworm
724,Vacuum,Blindworm,Hammer,tool,41,43,"Answer using only only word - ""Blindworm"" or ""Hammer"" and not ""Vacuum"".Which is more similar in meaning to ""Vacuum""?","

Blindworm",Blindworm
733,Snake,Blindworm,Toad,reptile,40,39,"Answer using only only word - ""Blindworm"" or ""Toad"" and not ""Snake"".Which is more similar in meaning to ""Snake""?","

Blindworm",Blindworm
835,Caiman,Blindworm,Spanner,reptile,41,42,"Answer using only only word - ""Blindworm"" or ""Spanner"" and not ""Caiman"".Which is more similar in meaning to ""Caiman""?","

Blindworm",Blindworm
857,Snake,Blindworm,Chameleon,reptile,41,40,"Answer using only only word - ""Blindworm"" or ""Chameleon"" and not ""Snake"".Which is more similar in meaning to ""Snake""?","

Blindworm.",Blindworm
864,Snake,Blindworm,Gecko,reptile,40,39,"Answer using only only word - ""Blindworm"" or ""Gecko"" and not ""Snake"".Which is more similar in meaning to ""Snake""?","

Blindworm",Blindworm
993,Tortoise,Blindworm,Vacuum,reptile,42,44,"Answer using only only word - ""Blindworm"" or ""Vacuum"" and not ""Tortoise"".Which is more similar in meaning to ""Tortoise""?","

Blindworm",Blindworm
1097,Cobra,Anvil,Blindworm,reptile,40,43,"Answer using only only word - ""Anvil"" or ""Blindworm"" and not ""Cobra"".Which is more similar in meaning to ""Cobra""?","

Blindworm",Blindworm
1105,Tortoise,Blindworm,Gecko,reptile,41,43,"Answer using only only word - ""Blindworm"" or ""Gecko"" and not ""Tortoise"".Which is more similar in meaning to ""Tortoise""?","

Blindworm",Blindworm
1114,Shovel,Blindworm,Salamander,tool,42,44,"Answer using only only word - ""Blindworm"" or ""Salamander"" and not ""Shovel"".Which is more similar in meaning to ""Shovel""?","

Blindworm",Blindworm
1164,Caiman,Blindworm,Paint brush,reptile,42,42,"Answer using only only word - ""Blindworm"" or ""Paint brush"" and not ""Caiman"".Which is more similar in meaning to ""Caiman""?","

Blindworm",Blindworm
1227,Tortoise,Blindworm,Caiman,reptile,42,43,"Answer using only only word - ""Blindworm"" or ""Caiman"" and not ""Tortoise"".Which is more similar in meaning to ""Tortoise""?","

Blindworm",Blindworm
1282,Turtle,Blindworm,Chameleon,reptile,41,42,"Answer using only only word - ""Blindworm"" or ""Chameleon"" and not ""Turtle"".Which is more similar in meaning to ""Turtle""?","

Blindworm.",Blindworm
1300,Lizard,Blindworm,Boa python,reptile,42,42,"Answer using only only word - ""Blindworm"" or ""Boa python"" and not ""Lizard"".Which is more similar in meaning to ""Lizard""?","

Blindworm",Blindworm
1354,Toad,Blindworm,Grinding disk,reptile,41,42,"Answer using only only word - ""Blindworm"" or ""Grinding disk"" and not ""Toad"".Which is more similar in meaning to ""Toad""?","

Blindworm",Blindworm
1398,Salamander,Blindworm,Shovel,reptile,43,44,"Answer using only only word - ""Blindworm"" or ""Shovel"" and not ""Salamander"".Which is more similar in meaning to ""Salamander""?","

Blindworm",Blindworm
1426,Knife,Blindworm,Paint brush,tool,41,42,"Answer using only only word - ""Blindworm"" or ""Paint brush"" and not ""Knife"".Which is more similar in meaning to ""Knife""?","

Blindworm",Blindworm
1437,Snake,Blindworm,Knife,reptile,40,39,"Answer using only only word - ""Blindworm"" or ""Knife"" and not ""Snake"".Which is more similar in meaning to ""Snake""?","

Blindworm",Blindworm
1456,Snake,Blindworm,Paint brush,reptile,41,40,"Answer using only only word - ""Blindworm"" or ""Paint brush"" and not ""Snake"".Which is more similar in meaning to ""Snake""?","

Blindworm",Blindworm
17,Toad,Boa python,Lawn Mower,reptile,41,43,"Answer using only only word - ""Boa python"" or ""Lawn Mower"" and not ""Toad"".Which is more similar in meaning to ""Toad""?","

Boa python",Boa python
49,Dinosaur,Boa python,Saw,reptile,41,41,"Answer using only only word - ""Boa python"" or ""Saw"" and not ""Dinosaur"".Which is more similar in meaning to ""Dinosaur""?","

Boa python",Boa python
73,Lizard,Anvil,Boa python,reptile,41,41,"Answer using only only word - ""Anvil"" or ""Boa python"" and not ""Lizard"".Which is more similar in meaning to ""Lizard""?","

Boa python",Boa python
88,Cobra,Boa python,Screwdriver,reptile,42,44,"Answer using only only word - ""Boa python"" or ""Screwdriver"" and not ""Cobra"".Which is more similar in meaning to ""Cobra""?","

Boa python",Boa python
98,Screwdriver,Boa python,Lizard,tool,43,43,"Answer using only only word - ""Boa python"" or ""Lizard"" and not ""Screwdriver"".Which is more similar in meaning to ""Screwdriver""?","

Boa python",Boa python
103,Lizard,Boa python,Chisel,reptile,41,41,"Answer using only only word - ""Boa python"" or ""Chisel"" and not ""Lizard"".Which is more similar in meaning to ""Lizard""?","

Boa python",Boa python
104,Salamander,Boa python,Crocodile,reptile,44,45,"Answer using only only word - ""Boa python"" or ""Crocodile"" and not ""Salamander"".Which is more similar in meaning to ""Salamander""?","

Boa python",Boa python
131,Grinding disk,Boa python,Gecko,tool,44,43,"Answer using only only word - ""Boa python"" or ""Gecko"" and not ""Grinding disk"".Which is more similar in meaning to ""Grinding disk""?","

Boa python",Boa python
188,Toad,Boa python,Dinosaur,reptile,40,41,"Answer using only only word - ""Boa python"" or ""Dinosaur"" and not ""Toad"".Which is more similar in meaning to ""Toad""?","

Boa python",Boa python
192,Tortoise,Boa python,Chisel,reptile,42,43,"Answer using only only word - ""Boa python"" or ""Chisel"" and not ""Tortoise"".Which is more similar in meaning to ""Tortoise""?","

Boa python",Boa python
222,Chameleon,Boa python,Vacuum,reptile,42,44,"Answer using only only word - ""Boa python"" or ""Vacuum"" and not ""Chameleon"".Which is more similar in meaning to ""Chameleon""?","

Boa python",Boa python
225,Crocodile,Boa python,Paint brush,reptile,44,46,"Answer using only only word - ""Boa python"" or ""Paint brush"" and not ""Crocodile"".Which is more similar in meaning to ""Crocodile""?","

Boa python",Boa python
238,Cobra,Boa python,Tortoise,reptile,41,44,"Answer using only only word - ""Boa python"" or ""Tortoise"" and not ""Cobra"".Which is more similar in meaning to ""Cobra""?","

Boa python",Boa python
249,Lawn Mower,Blindworm,Boa python,tool,44,46,"Answer using only only word - ""Blindworm"" or ""Boa python"" and not ""Lawn Mower"".Which is more similar in meaning to ""Lawn Mower""?","

Boa python",Boa python
301,Anvil,Boa python,Spanner,tool,41,42,"Answer using only only word - ""Boa python"" or ""Spanner"" and not ""Anvil"".Which is more similar in meaning to ""Anvil""?","

Boa python",Boa python
304,Oil can,Boa python,Chameleon,tool,42,42,"Answer using only only word - ""Boa python"" or ""Chameleon"" and not ""Oil can"".Which is more similar in meaning to ""Oil can""?","

Boa python",Boa python
328,Snake,Boa python,Spanner,reptile,41,40,"Answer using only only word - ""Boa python"" or ""Spanner"" and not ""Snake"".Which is more similar in meaning to ""Snake""?","

Boa python",Boa python
333,Paint brush,Boa python,Chameleon,tool,44,44,"Answer using only only word - ""Boa python"" or ""Chameleon"" and not ""Paint brush"".Which is more similar in meaning to ""Paint brush""?","

Boa python",Boa python
388,Lizard,Boa python,Hammer,reptile,41,41,"Answer using only only word - ""Boa python"" or ""Hammer"" and not ""Lizard"".Which is more similar in meaning to ""Lizard""?","

Boa python",Boa python
407,Saw,Boa python,Grinding disk,tool,41,42,"Answer using only only word - ""Boa python"" or ""Grinding disk"" and not ""Saw"".Which is more similar in meaning to ""Saw""?","

Boa python",Boa python
433,Axe,Boa python,Paint brush,tool,41,42,"Answer using only only word - ""Boa python"" or ""Paint brush"" and not ""Axe"".Which is more similar in meaning to ""Axe""?","

Boa python",Boa python
435,Spanner,Boa python,Snake,tool,41,42,"Answer using only only word - ""Boa python"" or ""Snake"" and not ""Spanner"".Which is more similar in meaning to ""Spanner""?","

Boa python.",Boa python
460,Cobra,Boa python,Saw,reptile,40,43,"Answer using only only word - ""Boa python"" or ""Saw"" and not ""Cobra"".Which is more similar in meaning to ""Cobra""?","

Boa python",Boa python
478,Vacuum,Alligator,Boa python,tool,42,43,"Answer using only only word - ""Alligator"" or ""Boa python"" and not ""Vacuum"".Which is more similar in meaning to ""Vacuum""?","

Boa python",Boa python
510,Caiman,Boa python,Salamander,reptile,42,42,"Answer using only only word - ""Boa python"" or ""Salamander"" and not ""Caiman"".Which is more similar in meaning to ""Caiman""?","

Boa python",Boa python
545,Nail,Boa python,Grinding disk,tool,42,42,"Answer using only only word - ""Boa python"" or ""Grinding disk"" and not ""Nail"".Which is more similar in meaning to ""Nail""?","

Boa python",Boa python
669,Lizard,Boa python,Tortoise,reptile,41,42,"Answer using only only word - ""Boa python"" or ""Tortoise"" and not ""Lizard"".Which is more similar in meaning to ""Lizard""?","

Boa python",Boa python
749,Shovel,Boa python,Crocodile,tool,42,45,"Answer using only only word - ""Boa python"" or ""Crocodile"" and not ""Shovel"".Which is more similar in meaning to ""Shovel""?","

Boa python",Boa python
787,Dinosaur,Boa python,Spanner,reptile,42,42,"Answer using only only word - ""Boa python"" or ""Spanner"" and not ""Dinosaur"".Which is more similar in meaning to ""Dinosaur""?","

Boa python",Boa python
830,Cobra,Boa python,Lizard,reptile,40,43,"Answer using only only word - ""Boa python"" or ""Lizard"" and not ""Cobra"".Which is more similar in meaning to ""Cobra""?","

Boa python",Boa python
865,Dinosaur,Boa python,Snake,reptile,42,56,"Answer using only only word - ""Boa python"" or ""Snake"" and not ""Dinosaur"".Which is more similar in meaning to ""Dinosaur""?","

""Boa python"" and ""snake"" are both reptiles.",Boa python
904,Vacuum,Boa python,Crocodile,tool,42,45,"Answer using only only word - ""Boa python"" or ""Crocodile"" and not ""Vacuum"".Which is more similar in meaning to ""Vacuum""?","

Boa python",Boa python
1004,Crocodile,Boa python,Shovel,reptile,42,46,"Answer using only only word - ""Boa python"" or ""Shovel"" and not ""Crocodile"".Which is more similar in meaning to ""Crocodile""?","

Boa python",Boa python
1021,Lawn Mower,Boa python,Lizard,tool,43,45,"Answer using only only word - ""Boa python"" or ""Lizard"" and not ""Lawn Mower"".Which is more similar in meaning to ""Lawn Mower""?","

Boa python",Boa python
1029,Knife,Boa python,Lawn Mower,tool,41,43,"Answer using only only word - ""Boa python"" or ""Lawn Mower"" and not ""Knife"".Which is more similar in meaning to ""Knife""?","

Boa python",Boa python
1030,Lawn Mower,Boa python,Snake,tool,43,60,"Answer using only only word - ""Boa python"" or ""Snake"" and not ""Lawn Mower"".Which is more similar in meaning to ""Lawn Mower""?","

""Boa python"" and ""snake"" are both reptiles.",Boa python
1061,Dinosaur,Boa python,Vacuum,reptile,42,42,"Answer using only only word - ""Boa python"" or ""Vacuum"" and not ""Dinosaur"".Which is more similar in meaning to ""Dinosaur""?","

Boa python",Boa python
1065,Grinding disk,Boa python,Chameleon,tool,45,44,"Answer using only only word - ""Boa python"" or ""Chameleon"" and not ""Grinding disk"".Which is more similar in meaning to ""Grinding disk""?","

Boa python",Boa python
1078,Caiman,Boa python,Turtle,reptile,41,41,"Answer using only only word - ""Boa python"" or ""Turtle"" and not ""Caiman"".Which is more similar in meaning to ""Caiman""?","

Boa python",Boa python
1139,Gecko,Boa python,Crocodile,reptile,41,43,"Answer using only only word - ""Boa python"" or ""Crocodile"" and not ""Gecko"".Which is more similar in meaning to ""Gecko""?","

Boa python",Boa python
1140,Toad,Boa python,Salamander,reptile,41,42,"Answer using only only word - ""Boa python"" or ""Salamander"" and not ""Toad"".Which is more similar in meaning to ""Toad""?","

Boa python",Boa python
1149,Grinding disk,Boa python,Dinosaur,tool,45,43,"Answer using only only word - ""Boa python"" or ""Dinosaur"" and not ""Grinding disk"".Which is more similar in meaning to ""Grinding disk""?","

Boa python.",Boa python
1181,Nail,Boa python,Salamander,tool,41,42,"Answer using only only word - ""Boa python"" or ""Salamander"" and not ""Nail"".Which is more similar in meaning to ""Nail""?","

Boa python",Boa python
1211,Saw,Boa python,Paint brush,tool,41,42,"Answer using only only word - ""Boa python"" or ""Paint brush"" and not ""Saw"".Which is more similar in meaning to ""Saw""?","

Boa python",Boa python
1244,Toad,Boa python,Hammer,reptile,40,41,"Answer using only only word - ""Boa python"" or ""Hammer"" and not ""Toad"".Which is more similar in meaning to ""Toad""?","

Boa python",Boa python
1252,Alligator,Boa python,Vacuum,reptile,42,42,"Answer using only only word - ""Boa python"" or ""Vacuum"" and not ""Alligator"".Which is more similar in meaning to ""Alligator""?","

Boa python",Boa python
1253,Crocodile,Boa python,Grinding disk,reptile,44,46,"Answer using only only word - ""Boa python"" or ""Grinding disk"" and not ""Crocodile"".Which is more similar in meaning to ""Crocodile""?","

Boa python",Boa python
1255,Salamander,Boa python,Paint brush,reptile,44,44,"Answer using only only word - ""Boa python"" or ""Paint brush"" and not ""Salamander"".Which is more similar in meaning to ""Salamander""?","

Boa python",Boa python
1274,Axe,Boa python,Vacuum,tool,39,42,"Answer using only only word - ""Boa python"" or ""Vacuum"" and not ""Axe"".Which is more similar in meaning to ""Axe""?","

Boa python",Boa python
1289,Shovel,Boa python,Paint brush,tool,42,44,"Answer using only only word - ""Boa python"" or ""Paint brush"" and not ""Shovel"".Which is more similar in meaning to ""Shovel""?","

Boa python",Boa python
1308,Saw,Boa python,Tortoise,tool,40,42,"Answer using only only word - ""Boa python"" or ""Tortoise"" and not ""Saw"".Which is more similar in meaning to ""Saw""?","

Boa python",Boa python
1312,Paint brush,Boa python,Vacuum,tool,43,44,"Answer using only only word - ""Boa python"" or ""Vacuum"" and not ""Paint brush"".Which is more similar in meaning to ""Paint brush""?","

Boa python",Boa python
1334,Blindworm,Boa python,Screwdriver,reptile,44,44,"Answer using only only word - ""Boa python"" or ""Screwdriver"" and not ""Blindworm"".Which is more similar in meaning to ""Blindworm""?","

Boa python",Boa python
1361,Alligator,Boa python,Nail,reptile,42,41,"Answer using only only word - ""Boa python"" or ""Nail"" and not ""Alligator"".Which is more similar in meaning to ""Alligator""?","

Boa python",Boa python
1369,Saw,Boa python,Turtle,tool,39,41,"Answer using only only word - ""Boa python"" or ""Turtle"" and not ""Saw"".Which is more similar in meaning to ""Saw""?","

Boa python",Boa python
1403,Hammer,Boa python,Dinosaur,tool,41,41,"Answer using only only word - ""Boa python"" or ""Dinosaur"" and not ""Hammer"".Which is more similar in meaning to ""Hammer""?","

Boa python",Boa python
1448,Cobra,Boa python,Hammer,reptile,40,43,"Answer using only only word - ""Boa python"" or ""Hammer"" and not ""Cobra"".Which is more similar in meaning to ""Cobra""?","

Boa python",Boa python
1496,Dinosaur,Boa python,Oil can,reptile,42,49,"Answer using only only word - ""Boa python"" or ""Oil can"" and not ""Dinosaur"".Which is more similar in meaning to ""Dinosaur""?","

Boa python",Boa python
6,Toad,Caiman,Hammer,reptile,39,40,"Answer using only only word - ""Caiman"" or ""Hammer"" and not ""Toad"".Which is more similar in meaning to ""Toad""?","

Caiman",Caiman
10,Paint brush,Caiman,Gecko,tool,42,42,"Answer using only only word - ""Caiman"" or ""Gecko"" and not ""Paint brush"".Which is more similar in meaning to ""Paint brush""?","

Caiman",Caiman
26,Boa python,Caiman,Turtle,reptile,42,42,"Answer using only only word - ""Caiman"" or ""Turtle"" and not ""Boa python"".Which is more similar in meaning to ""Boa python""?","

Caiman",Caiman
117,Snake,Caiman,Oil can,reptile,40,38,"Answer using only only word - ""Caiman"" or ""Oil can"" and not ""Snake"".Which is more similar in meaning to ""Snake""?","

Caiman",Caiman
130,Chameleon,Caiman,Vacuum,reptile,41,43,"Answer using only only word - ""Caiman"" or ""Vacuum"" and not ""Chameleon"".Which is more similar in meaning to ""Chameleon""?","

Caiman",Caiman
207,Grinding disk,Caiman,Toad,tool,43,42,"Answer using only only word - ""Caiman"" or ""Toad"" and not ""Grinding disk"".Which is more similar in meaning to ""Grinding disk""?","

Caiman",Caiman
246,Gecko,Caiman,Lawn Mower,reptile,40,42,"Answer using only only word - ""Caiman"" or ""Lawn Mower"" and not ""Gecko"".Which is more similar in meaning to ""Gecko""?","

Caiman",Caiman
257,Chisel,Caiman,Screwdriver,tool,41,41,"Answer using only only word - ""Caiman"" or ""Screwdriver"" and not ""Chisel"".Which is more similar in meaning to ""Chisel""?","

Caiman",Caiman
259,Blindworm,Anvil,Caiman,reptile,41,42,"Answer using only only word - ""Anvil"" or ""Caiman"" and not ""Blindworm"".Which is more similar in meaning to ""Blindworm""?","

Caiman",Caiman
262,Anvil,Caiman,Shovel,tool,39,41,"Answer using only only word - ""Caiman"" or ""Shovel"" and not ""Anvil"".Which is more similar in meaning to ""Anvil""?","

Caiman",Caiman
271,Boa python,Caiman,Hammer,reptile,42,50,"Answer using only only word - ""Caiman"" or ""Hammer"" and not ""Boa python"".Which is more similar in meaning to ""Boa python""?","

Caiman",Caiman
357,Lawn Mower,Caiman,Dinosaur,tool,42,44,"Answer using only only word - ""Caiman"" or ""Dinosaur"" and not ""Lawn Mower"".Which is more similar in meaning to ""Lawn Mower""?","

Caiman",Caiman
437,Toad,Caiman,Shovel,reptile,39,41,"Answer using only only word - ""Caiman"" or ""Shovel"" and not ""Toad"".Which is more similar in meaning to ""Toad""?","

Caiman",Caiman
447,Oil can,Caiman,Spanner,tool,41,41,"Answer using only only word - ""Caiman"" or ""Spanner"" and not ""Oil can"".Which is more similar in meaning to ""Oil can""?","

Caiman",Caiman
508,Chameleon,Caiman,Snake,reptile,41,41,"Answer using only only word - ""Caiman"" or ""Snake"" and not ""Chameleon"".Which is more similar in meaning to ""Chameleon""?","

Caiman",Caiman
509,Toad,Caiman,Spanner,reptile,39,41,"Answer using only only word - ""Caiman"" or ""Spanner"" and not ""Toad"".Which is more similar in meaning to ""Toad""?","

Caiman",Caiman
522,Lawn Mower,Caiman,Screwdriver,tool,43,45,"Answer using only only word - ""Caiman"" or ""Screwdriver"" and not ""Lawn Mower"".Which is more similar in meaning to ""Lawn Mower""?","

Caiman",Caiman
523,Crocodile,Caiman,Hammer,reptile,41,44,"Answer using only only word - ""Caiman"" or ""Hammer"" and not ""Crocodile"".Which is more similar in meaning to ""Crocodile""?","

Caiman",Caiman
539,Salamander,Caiman,Toad,reptile,41,42,"Answer using only only word - ""Caiman"" or ""Toad"" and not ""Salamander"".Which is more similar in meaning to ""Salamander""?","

Caiman",Caiman
563,Lawn Mower,Caiman,Paint brush,tool,43,45,"Answer using only only word - ""Caiman"" or ""Paint brush"" and not ""Lawn Mower"".Which is more similar in meaning to ""Lawn Mower""?","

Caiman",Caiman
581,Tortoise,Anvil,Caiman,reptile,41,42,"Answer using only only word - ""Anvil"" or ""Caiman"" and not ""Tortoise"".Which is more similar in meaning to ""Tortoise""?","

Caiman",Caiman
602,Hammer,Caiman,Paint brush,tool,41,41,"Answer using only only word - ""Caiman"" or ""Paint brush"" and not ""Hammer"".Which is more similar in meaning to ""Hammer""?","

Caiman",Caiman
604,Oil can,Caiman,Snake,tool,40,39,"Answer using only only word - ""Caiman"" or ""Snake"" and not ""Oil can"".Which is more similar in meaning to ""Oil can""?","

Caiman",Caiman
625,Dinosaur,Caiman,Saw,reptile,40,40,"Answer using only only word - ""Caiman"" or ""Saw"" and not ""Dinosaur"".Which is more similar in meaning to ""Dinosaur""?","

Caiman",Caiman
629,Grinding disk,Caiman,Gecko,tool,43,42,"Answer using only only word - ""Caiman"" or ""Gecko"" and not ""Grinding disk"".Which is more similar in meaning to ""Grinding disk""?","

Caiman",Caiman
634,Oil can,Alligator,Caiman,tool,41,40,"Answer using only only word - ""Alligator"" or ""Caiman"" and not ""Oil can"".Which is more similar in meaning to ""Oil can""?","

Caiman",Caiman
686,Screwdriver,Caiman,Grinding disk,tool,44,43,"Answer using only only word - ""Caiman"" or ""Grinding disk"" and not ""Screwdriver"".Which is more similar in meaning to ""Screwdriver""?","

Caiman",Caiman
707,Lizard,Caiman,Vacuum,reptile,40,41,"Answer using only only word - ""Caiman"" or ""Vacuum"" and not ""Lizard"".Which is more similar in meaning to ""Lizard""?","

Caiman",Caiman
750,Lizard,Blindworm,Caiman,reptile,41,41,"Answer using only only word - ""Blindworm"" or ""Caiman"" and not ""Lizard"".Which is more similar in meaning to ""Lizard""?","

Caiman",Caiman
769,Snake,Anvil,Caiman,reptile,39,38,"Answer using only only word - ""Anvil"" or ""Caiman"" and not ""Snake"".Which is more similar in meaning to ""Snake""?","

Caiman",Caiman
785,Vacuum,Caiman,Spanner,tool,40,43,"Answer using only only word - ""Caiman"" or ""Spanner"" and not ""Vacuum"".Which is more similar in meaning to ""Vacuum""?","

Caiman",Caiman
860,Spanner,Caiman,Shovel,tool,40,43,"Answer using only only word - ""Caiman"" or ""Shovel"" and not ""Spanner"".Which is more similar in meaning to ""Spanner""?","

Caiman",Caiman
877,Salamander,Caiman,Nail,reptile,41,42,"Answer using only only word - ""Caiman"" or ""Nail"" and not ""Salamander"".Which is more similar in meaning to ""Salamander""?","

Caiman",Caiman
878,Turtle,Caiman,Grinding disk,reptile,42,41,"Answer using only only word - ""Caiman"" or ""Grinding disk"" and not ""Turtle"".Which is more similar in meaning to ""Turtle""?","

Caiman",Caiman
895,Lizard,Caiman,Hammer,reptile,40,40,"Answer using only only word - ""Caiman"" or ""Hammer"" and not ""Lizard"".Which is more similar in meaning to ""Lizard""?","

Caiman",Caiman
902,Grinding disk,Caiman,Chisel,tool,43,42,"Answer using only only word - ""Caiman"" or ""Chisel"" and not ""Grinding disk"".Which is more similar in meaning to ""Grinding disk""?","

Caiman",Caiman
932,Snake,Caiman,Shovel,reptile,39,39,"Answer using only only word - ""Caiman"" or ""Shovel"" and not ""Snake"".Which is more similar in meaning to ""Snake""?","

Caiman",Caiman
954,Shovel,Caiman,Vacuum,tool,40,43,"Answer using only only word - ""Caiman"" or ""Vacuum"" and not ""Shovel"".Which is more similar in meaning to ""Shovel""?","

Caiman",Caiman
979,Lawn Mower,Caiman,Chisel,tool,42,44,"Answer using only only word - ""Caiman"" or ""Chisel"" and not ""Lawn Mower"".Which is more similar in meaning to ""Lawn Mower""?","

Caiman",Caiman
1027,Blindworm,Caiman,Spanner,reptile,42,43,"Answer using only only word - ""Caiman"" or ""Spanner"" and not ""Blindworm"".Which is more similar in meaning to ""Blindworm""?","

Caiman",Caiman
1039,Saw,Caiman,Toad,tool,38,40,"Answer using only only word - ""Caiman"" or ""Toad"" and not ""Saw"".Which is more similar in meaning to ""Saw""?","

Caiman",Caiman
