,Anchor,Concept1,Concept2,Category,estimated_tokens,real_tokens,prompt,gpt_response,gpt_choice
1599,Lizard,Boa python,Chisel,reptile,41.0,38,"Answer using only only word - ""Boa python"" or ""Chisel"" and not ""Lizard"".Which is more similar in meaning to ""Lizard""?","

Boa python",Boa python
1600,Anvil,Saw,Spanner,tool,39.0,37,"Answer using only only word - ""Saw"" or ""Spanner"" and not ""Anvil"".Which is more similar in meaning to ""Anvil""?","

Saw",Saw
1601,Shovel,Nail,Tortoise,tool,40.0,39,"Answer using only only word - ""Nail"" or ""Tortoise"" and not ""Shovel"".Which is more similar in meaning to ""Shovel""?","

Nail",Nail
1602,Lizard,Crocodile,Oil can,reptile,41.0,40,"Answer using only only word - ""Crocodile"" or ""Oil can"" and not ""Lizard"".Which is more similar in meaning to ""Lizard""?","

Crocodile",Crocodile
1603,Hammer,Alligator,Vacuum,tool,41.0,37,"Answer using only only word - ""Alligator"" or ""Vacuum"" and not ""Hammer"".Which is more similar in meaning to ""Hammer""?","

Alligator",Alligator
1604,Hammer,Chisel,Gecko,tool,40.0,36,"Answer using only only word - ""Chisel"" or ""Gecko"" and not ""Hammer"".Which is more similar in meaning to ""Hammer""?","

Chisel",Chisel
1605,Tortoise,Salamander,Snake,reptile,42.0,37,"Answer using only only word - ""Salamander"" or ""Snake"" and not ""Tortoise"".Which is more similar in meaning to ""Tortoise""?","

Snake",Snake
1606,Boa python,Axe,Screwdriver,reptile,42.0,39,"Answer using only only word - ""Axe"" or ""Screwdriver"" and not ""Boa python"".Which is more similar in meaning to ""Boa python""?","

Axe",Axe
1607,Lizard,Alligator,Chameleon,reptile,41.0,37,"Answer using only only word - ""Alligator"" or ""Chameleon"" and not ""Lizard"".Which is more similar in meaning to ""Lizard""?","

Alligator",Alligator
1608,Salamander,Boa python,Crocodile,reptile,44.0,42,"Answer using only only word - ""Boa python"" or ""Crocodile"" and not ""Salamander"".Which is more similar in meaning to ""Salamander""?","

Boa python",Boa python
1609,Nail,Anvil,Turtle,tool,39.0,36,"Answer using only only word - ""Anvil"" or ""Turtle"" and not ""Nail"".Which is more similar in meaning to ""Nail""?","

Anvil",Anvil
1610,Vacuum,Saw,Snake,tool,39.0,37,"Answer using only only word - ""Saw"" or ""Snake"" and not ""Vacuum"".Which is more similar in meaning to ""Vacuum""?","

Saw",Saw
1611,Snake,Blindworm,Spanner,reptile,40.0,37,"Answer using only only word - ""Blindworm"" or ""Spanner"" and not ""Snake"".Which is more similar in meaning to ""Snake""?","

Blindworm",Blindworm
1612,Alligator,Axe,Lawn Mower,reptile,42.0,38,"Answer using only only word - ""Axe"" or ""Lawn Mower"" and not ""Alligator"".Which is more similar in meaning to ""Alligator""?","

Axe",Axe
1613,Turtle,Gecko,Oil can,reptile,40.0,36,"Answer using only only word - ""Gecko"" or ""Oil can"" and not ""Turtle"".Which is more similar in meaning to ""Turtle""?","

Gecko",Gecko
1614,Axe,Alligator,Boa python,tool,40.0,37,"Answer using only only word - ""Alligator"" or ""Boa python"" and not ""Axe"".Which is more similar in meaning to ""Axe""?","

Alligator",Alligator
1615,Tortoise,Oil can,Paint brush,reptile,42.0,40,"Answer using only only word - ""Oil can"" or ""Paint brush"" and not ""Tortoise"".Which is more similar in meaning to ""Tortoise""?","

Oil can.",Oil can
1616,Snake,Caiman,Oil can,reptile,40.0,34,"Answer using only only word - ""Caiman"" or ""Oil can"" and not ""Snake"".Which is more similar in meaning to ""Snake""?","

Caiman",Caiman
1617,Boa python,Nail,Toad,reptile,41.0,38,"Answer using only only word - ""Nail"" or ""Toad"" and not ""Boa python"".Which is more similar in meaning to ""Boa python""?","

Nail",Nail
1618,Shovel,Alligator,Tortoise,tool,41.0,39,"Answer using only only word - ""Alligator"" or ""Tortoise"" and not ""Shovel"".Which is more similar in meaning to ""Shovel""?","

Alligator",Alligator
1619,Saw,Nail,Turtle,tool,38.0,36,"Answer using only only word - ""Nail"" or ""Turtle"" and not ""Saw"".Which is more similar in meaning to ""Saw""?","

Nail",Nail
1620,Nail,Crocodile,Screwdriver,tool,41.0,41,"Answer using only only word - ""Crocodile"" or ""Screwdriver"" and not ""Nail"".Which is more similar in meaning to ""Nail""?","

Crocodile",Crocodile
1621,Salamander,Gecko,Spanner,reptile,42.0,39,"Answer using only only word - ""Gecko"" or ""Spanner"" and not ""Salamander"".Which is more similar in meaning to ""Salamander""?","

Gecko",Gecko
1622,Salamander,Axe,Paint brush,reptile,42.0,39,"Answer using only only word - ""Axe"" or ""Paint brush"" and not ""Salamander"".Which is more similar in meaning to ""Salamander""?","

Axe",Axe
1623,Nail,Gecko,Spanner,tool,39.0,38,"Answer using only only word - ""Gecko"" or ""Spanner"" and not ""Nail"".Which is more similar in meaning to ""Nail""?","

Spanner",Spanner
1624,Blindworm,Anvil,Grinding disk,reptile,43.0,39,"Answer using only only word - ""Anvil"" or ""Grinding disk"" and not ""Blindworm"".Which is more similar in meaning to ""Blindworm""?","

Anvil",Anvil
1625,Vacuum,Salamander,Spanner,tool,41.0,41,"Answer using only only word - ""Salamander"" or ""Spanner"" and not ""Vacuum"".Which is more similar in meaning to ""Vacuum""?","

Spanner",Spanner
1626,Caiman,Grinding disk,Snake,reptile,41.0,35,"Answer using only only word - ""Grinding disk"" or ""Snake"" and not ""Caiman"".Which is more similar in meaning to ""Caiman""?","

Snake",Snake
1627,Chameleon,Caiman,Vacuum,reptile,41.0,39,"Answer using only only word - ""Caiman"" or ""Vacuum"" and not ""Chameleon"".Which is more similar in meaning to ""Chameleon""?","

Caiman",Caiman
1628,Lawn Mower,Dinosaur,Toad,tool,42.0,40,"Answer using only only word - ""Dinosaur"" or ""Toad"" and not ""Lawn Mower"".Which is more similar in meaning to ""Lawn Mower""?","

Dinosaur",Dinosaur
1629,Dinosaur,Lizard,Nail,reptile,40.0,36,"Answer using only only word - ""Lizard"" or ""Nail"" and not ""Dinosaur"".Which is more similar in meaning to ""Dinosaur""?","

Lizard",Lizard
1630,Tortoise,Shovel,Toad,reptile,40.0,40,"Answer using only only word - ""Shovel"" or ""Toad"" and not ""Tortoise"".Which is more similar in meaning to ""Tortoise""?","

Shovel",Shovel
1631,Dinosaur,Grinding disk,Knife,reptile,42.0,37,"Answer using only only word - ""Grinding disk"" or ""Knife"" and not ""Dinosaur"".Which is more similar in meaning to ""Dinosaur""?","

Knife",Knife
1632,Grinding disk,Boa python,Gecko,tool,44.0,40,"Answer using only only word - ""Boa python"" or ""Gecko"" and not ""Grinding disk"".Which is more similar in meaning to ""Grinding disk""?","

Boa python",Boa python
1633,Snake,Chisel,Cobra,reptile,39.0,36,"Answer using only only word - ""Chisel"" or ""Cobra"" and not ""Snake"".Which is more similar in meaning to ""Snake""?","

Cobra",Cobra
1634,Saw,Chisel,Spanner,tool,39.0,37,"Answer using only only word - ""Chisel"" or ""Spanner"" and not ""Saw"".Which is more similar in meaning to ""Saw""?","

Chisel",Chisel
1635,Crocodile,Nail,Paint brush,reptile,42.0,41,"Answer using only only word - ""Nail"" or ""Paint brush"" and not ""Crocodile"".Which is more similar in meaning to ""Crocodile""?","

Nail",Nail
1636,Tortoise,Axe,Blindworm,reptile,41.0,39,"Answer using only only word - ""Axe"" or ""Blindworm"" and not ""Tortoise"".Which is more similar in meaning to ""Tortoise""?","

Axe",Axe
1637,Nail,Chameleon,Turtle,tool,40.0,37,"Answer using only only word - ""Chameleon"" or ""Turtle"" and not ""Nail"".Which is more similar in meaning to ""Nail""?","

Turtle",Turtle
1638,Blindworm,Oil can,Paint brush,reptile,43.0,40,"Answer using only only word - ""Oil can"" or ""Paint brush"" and not ""Blindworm"".Which is more similar in meaning to ""Blindworm""?","

Oil can.",Oil can
1639,Axe,Hammer,Vacuum,tool,38.0,37,"Answer using only only word - ""Hammer"" or ""Vacuum"" and not ""Axe"".Which is more similar in meaning to ""Axe""?","

Hammer",Hammer
1640,Cobra,Gecko,Turtle,reptile,39.0,38,"Answer using only only word - ""Gecko"" or ""Turtle"" and not ""Cobra"".Which is more similar in meaning to ""Cobra""?","

Gecko",Gecko
1641,Hammer,Cobra,Toad,tool,39.0,38,"Answer using only only word - ""Cobra"" or ""Toad"" and not ""Hammer"".Which is more similar in meaning to ""Hammer""?","

Cobra",Cobra
1642,Nail,Blindworm,Crocodile,tool,40.0,41,"Answer using only only word - ""Blindworm"" or ""Crocodile"" and not ""Nail"".Which is more similar in meaning to ""Nail""?","

Crocodile",Crocodile
1643,Snake,Oil can,Salamander,reptile,41.0,36,"Answer using only only word - ""Oil can"" or ""Salamander"" and not ""Snake"".Which is more similar in meaning to ""Snake""?","

Oil can.",Oil can
1644,Nail,Chisel,Vacuum,tool,39.0,37,"Answer using only only word - ""Chisel"" or ""Vacuum"" and not ""Nail"".Which is more similar in meaning to ""Nail""?","

Chisel",Chisel
1645,Turtle,Gecko,Lizard,reptile,40.0,36,"Answer using only only word - ""Gecko"" or ""Lizard"" and not ""Turtle"".Which is more similar in meaning to ""Turtle""?","

Lizard",Lizard
1646,Tortoise,Crocodile,Salamander,reptile,43.0,43,"Answer using only only word - ""Crocodile"" or ""Salamander"" and not ""Tortoise"".Which is more similar in meaning to ""Tortoise""?","

Crocodile",Crocodile
1647,Hammer,Axe,Spanner,tool,39.0,37,"Answer using only only word - ""Axe"" or ""Spanner"" and not ""Hammer"".Which is more similar in meaning to ""Hammer""?","

Axe",Axe
1648,Toad,Knife,Shovel,reptile,39.0,37,"Answer using only only word - ""Knife"" or ""Shovel"" and not ""Toad"".Which is more similar in meaning to ""Toad""?","

Knife",Knife
1649,Vacuum,Axe,Crocodile,tool,40.0,40,"Answer using only only word - ""Axe"" or ""Crocodile"" and not ""Vacuum"".Which is more similar in meaning to ""Vacuum""?","

Axe",Axe
1650,Hammer,Crocodile,Paint brush,tool,42.0,41,"Answer using only only word - ""Crocodile"" or ""Paint brush"" and not ""Hammer"".Which is more similar in meaning to ""Hammer""?","

Crocodile",Crocodile
1651,Paint brush,Grinding disk,Shovel,tool,44.0,41,"Answer using only only word - ""Grinding disk"" or ""Shovel"" and not ""Paint brush"".Which is more similar in meaning to ""Paint brush""?","

Grinding disk",Grinding disk
1652,Anvil,Grinding disk,Salamander,tool,42.0,39,"Answer using only only word - ""Grinding disk"" or ""Salamander"" and not ""Anvil"".Which is more similar in meaning to ""Anvil""?","

Grinding disk",Grinding disk
1653,Alligator,Hammer,Spanner,reptile,42.0,37,"Answer using only only word - ""Hammer"" or ""Spanner"" and not ""Alligator"".Which is more similar in meaning to ""Alligator""?","

Hammer",Hammer
1654,Shovel,Axe,Dinosaur,tool,40.0,38,"Answer using only only word - ""Axe"" or ""Dinosaur"" and not ""Shovel"".Which is more similar in meaning to ""Shovel""?","

Axe",Axe
1655,Dinosaur,Cobra,Turtle,reptile,41.0,38,"Answer using only only word - ""Cobra"" or ""Turtle"" and not ""Dinosaur"".Which is more similar in meaning to ""Dinosaur""?","

Cobra",Cobra
1656,Turtle,Nail,Paint brush,reptile,41.0,37,"Answer using only only word - ""Nail"" or ""Paint brush"" and not ""Turtle"".Which is more similar in meaning to ""Turtle""?","

Nail",Nail
1657,Turtle,Paint brush,Saw,reptile,40.0,38,"Answer using only only word - ""Paint brush"" or ""Saw"" and not ""Turtle"".Which is more similar in meaning to ""Turtle""?","

Paint brush",Paint brush
1658,Paint brush,Chameleon,Crocodile,tool,44.0,42,"Answer using only only word - ""Chameleon"" or ""Crocodile"" and not ""Paint brush"".Which is more similar in meaning to ""Paint brush""?","

Chameleon",Chameleon
1659,Spanner,Nail,Saw,tool,39.0,38,"Answer using only only word - ""Nail"" or ""Saw"" and not ""Spanner"".Which is more similar in meaning to ""Spanner""?","

Nail",Nail
1660,Nail,Dinosaur,Spanner,tool,40.0,38,"Answer using only only word - ""Dinosaur"" or ""Spanner"" and not ""Nail"".Which is more similar in meaning to ""Nail""?","

Spanner",Spanner
1661,Chameleon,Alligator,Axe,reptile,41.0,38,"Answer using only only word - ""Alligator"" or ""Axe"" and not ""Chameleon"".Which is more similar in meaning to ""Chameleon""?","

Alligator",Alligator
1662,Dinosaur,Cobra,Snake,reptile,40.0,37,"Answer using only only word - ""Cobra"" or ""Snake"" and not ""Dinosaur"".Which is more similar in meaning to ""Dinosaur""?","

Cobra",Cobra
1663,Shovel,Alligator,Turtle,tool,41.0,38,"Answer using only only word - ""Alligator"" or ""Turtle"" and not ""Shovel"".Which is more similar in meaning to ""Shovel""?","

Turtle",Turtle
1664,Lawn Mower,Nail,Shovel,tool,41.0,42,"Answer using only only word - ""Nail"" or ""Shovel"" and not ""Lawn Mower"".Which is more similar in meaning to ""Lawn Mower""?","

Shovel",Shovel
1665,Gecko,Spanner,Vacuum,reptile,40.0,39,"Answer using only only word - ""Spanner"" or ""Vacuum"" and not ""Gecko"".Which is more similar in meaning to ""Gecko""?","

Spanner",Spanner
1666,Axe,Cobra,Nail,tool,38.0,38,"Answer using only only word - ""Cobra"" or ""Nail"" and not ""Axe"".Which is more similar in meaning to ""Axe""?","

Cobra",Cobra
1667,Oil can,Dinosaur,Paint brush,tool,42.0,37,"Answer using only only word - ""Dinosaur"" or ""Paint brush"" and not ""Oil can"".Which is more similar in meaning to ""Oil can""?","

Dinosaur",Dinosaur
1668,Shovel,Anvil,Hammer,tool,40.0,38,"Answer using only only word - ""Anvil"" or ""Hammer"" and not ""Shovel"".Which is more similar in meaning to ""Shovel""?","

Hammer",Hammer
1669,Knife,Lizard,Salamander,tool,40.0,37,"Answer using only only word - ""Lizard"" or ""Salamander"" and not ""Knife"".Which is more similar in meaning to ""Knife""?","

Lizard",Lizard
1670,Lawn Mower,Alligator,Toad,tool,42.0,40,"Answer using only only word - ""Alligator"" or ""Toad"" and not ""Lawn Mower"".Which is more similar in meaning to ""Lawn Mower""?","

Alligator",Alligator
1671,Paint brush,Axe,Gecko,tool,41.0,38,"Answer using only only word - ""Axe"" or ""Gecko"" and not ""Paint brush"".Which is more similar in meaning to ""Paint brush""?","

Axe",Axe
1672,Saw,Screwdriver,Tortoise,tool,40.0,39,"Answer using only only word - ""Screwdriver"" or ""Tortoise"" and not ""Saw"".Which is more similar in meaning to ""Saw""?","

Screwdriver",Screwdriver
1673,Vacuum,Dinosaur,Nail,tool,40.0,38,"Answer using only only word - ""Dinosaur"" or ""Nail"" and not ""Vacuum"".Which is more similar in meaning to ""Vacuum""?","

Nail",Nail
1674,Cobra,Blindworm,Dinosaur,reptile,41.0,40,"Answer using only only word - ""Blindworm"" or ""Dinosaur"" and not ""Cobra"".Which is more similar in meaning to ""Cobra""?","

Blindworm",Blindworm
1675,Alligator,Gecko,Tortoise,reptile,42.0,37,"Answer using only only word - ""Gecko"" or ""Tortoise"" and not ""Alligator"".Which is more similar in meaning to ""Alligator""?","

Gecko",Gecko
1676,Gecko,Shovel,Turtle,reptile,39.0,37,"Answer using only only word - ""Shovel"" or ""Turtle"" and not ""Gecko"".Which is more similar in meaning to ""Gecko""?","

Turtle",Turtle
1677,Chameleon,Axe,Knife,reptile,40.0,38,"Answer using only only word - ""Axe"" or ""Knife"" and not ""Chameleon"".Which is more similar in meaning to ""Chameleon""?","

Axe",Axe
1678,Screwdriver,Paint brush,Turtle,tool,44.0,41,"Answer using only only word - ""Paint brush"" or ""Turtle"" and not ""Screwdriver"".Which is more similar in meaning to ""Screwdriver""?","

Paint brush.",Paint brush
1679,Chisel,Anvil,Dinosaur,tool,40.0,36,"Answer using only only word - ""Anvil"" or ""Dinosaur"" and not ""Chisel"".Which is more similar in meaning to ""Chisel""?","

Anvil",Anvil
1680,Dinosaur,Lizard,Screwdriver,reptile,42.0,37,"Answer using only only word - ""Lizard"" or ""Screwdriver"" and not ""Dinosaur"".Which is more similar in meaning to ""Dinosaur""?","

Lizard",Lizard
1681,Salamander,Cobra,Crocodile,reptile,42.0,43,"Answer using only only word - ""Cobra"" or ""Crocodile"" and not ""Salamander"".Which is more similar in meaning to ""Salamander""?","

Crocodile",Crocodile
1682,Salamander,Chameleon,Turtle,reptile,43.0,40,"Answer using only only word - ""Chameleon"" or ""Turtle"" and not ""Salamander"".Which is more similar in meaning to ""Salamander""?","

Chameleon",Chameleon
1683,Caiman,Chameleon,Gecko,reptile,40.0,37,"Answer using only only word - ""Chameleon"" or ""Gecko"" and not ""Caiman"".Which is more similar in meaning to ""Caiman""?","

Gecko",Gecko
1684,Snake,Tortoise,Turtle,reptile,40.0,35,"Answer using only only word - ""Tortoise"" or ""Turtle"" and not ""Snake"".Which is more similar in meaning to ""Snake""?","

Turtle",Turtle
1685,Grinding disk,Toad,Turtle,tool,43.0,38,"Answer using only only word - ""Toad"" or ""Turtle"" and not ""Grinding disk"".Which is more similar in meaning to ""Grinding disk""?","

Turtle",Turtle
1686,Oil can,Saw,Tortoise,tool,40.0,37,"Answer using only only word - ""Saw"" or ""Tortoise"" and not ""Oil can"".Which is more similar in meaning to ""Oil can""?","

Saw",Saw
1687,Hammer,Boa python,Cobra,tool,41.0,39,"Answer using only only word - ""Boa python"" or ""Cobra"" and not ""Hammer"".Which is more similar in meaning to ""Hammer""?","

Cobra",Cobra
1688,Blindworm,Knife,Tortoise,reptile,42.0,40,"Answer using only only word - ""Knife"" or ""Tortoise"" and not ""Blindworm"".Which is more similar in meaning to ""Blindworm""?","

Tortoise",Tortoise
1689,Chisel,Shovel,Snake,tool,40.0,37,"Answer using only only word - ""Shovel"" or ""Snake"" and not ""Chisel"".Which is more similar in meaning to ""Chisel""?","

Shovel",Shovel
1690,Nail,Hammer,Paint brush,tool,40.0,37,"Answer using only only word - ""Hammer"" or ""Paint brush"" and not ""Nail"".Which is more similar in meaning to ""Nail""?","

Hammer",Hammer
1691,Toad,Boa python,Dinosaur,reptile,40.0,38,"Answer using only only word - ""Boa python"" or ""Dinosaur"" and not ""Toad"".Which is more similar in meaning to ""Toad""?","

Boa python",Boa python
1692,Hammer,Oil can,Shovel,tool,40.0,38,"Answer using only only word - ""Oil can"" or ""Shovel"" and not ""Hammer"".Which is more similar in meaning to ""Hammer""?","

Oil can.",Oil can
1693,Tortoise,Boa python,Chisel,reptile,42.0,40,"Answer using only only word - ""Boa python"" or ""Chisel"" and not ""Tortoise"".Which is more similar in meaning to ""Tortoise""?","

Boa python",Boa python
1694,Saw,Knife,Nail,tool,38.0,36,"Answer using only only word - ""Knife"" or ""Nail"" and not ""Saw"".Which is more similar in meaning to ""Saw""?","

Knife",Knife
1695,Saw,Anvil,Oil can,tool,38.0,36,"Answer using only only word - ""Anvil"" or ""Oil can"" and not ""Saw"".Which is more similar in meaning to ""Saw""?","

Anvil",Anvil
1696,Screwdriver,Hammer,Snake,tool,42.0,37,"Answer using only only word - ""Hammer"" or ""Snake"" and not ""Screwdriver"".Which is more similar in meaning to ""Screwdriver""?","

Hammer",Hammer
1697,Turtle,Chameleon,Saw,reptile,40.0,38,"Answer using only only word - ""Chameleon"" or ""Saw"" and not ""Turtle"".Which is more similar in meaning to ""Turtle""?","

Chameleon",Chameleon
1698,Anvil,Chameleon,Lizard,tool,40.0,37,"Answer using only only word - ""Chameleon"" or ""Lizard"" and not ""Anvil"".Which is more similar in meaning to ""Anvil""?","

Lizard",Lizard
1699,Turtle,Anvil,Axe,reptile,39.0,36,"Answer using only only word - ""Anvil"" or ""Axe"" and not ""Turtle"".Which is more similar in meaning to ""Turtle""?","

Axe",Axe
1700,Dinosaur,Cobra,Oil can,reptile,41.0,38,"Answer using only only word - ""Cobra"" or ""Oil can"" and not ""Dinosaur"".Which is more similar in meaning to ""Dinosaur""?","

Cobra",Cobra
1701,Blindworm,Oil can,Spanner,reptile,42.0,40,"Answer using only only word - ""Oil can"" or ""Spanner"" and not ""Blindworm"".Which is more similar in meaning to ""Blindworm""?","

Oil can.",Oil can
1702,Blindworm,Dinosaur,Shovel,reptile,42.0,39,"Answer using only only word - ""Dinosaur"" or ""Shovel"" and not ""Blindworm"".Which is more similar in meaning to ""Blindworm""?","

Dinosaur",Dinosaur
1703,Tortoise,Caiman,Turtle,reptile,41.0,38,"Answer using only only word - ""Caiman"" or ""Turtle"" and not ""Tortoise"".Which is more similar in meaning to ""Tortoise""?","

Turtle",Turtle
1704,Vacuum,Dinosaur,Hammer,tool,40.0,38,"Answer using only only word - ""Dinosaur"" or ""Hammer"" and not ""Vacuum"".Which is more similar in meaning to ""Vacuum""?","

Dinosaur",Dinosaur
1705,Tortoise,Chisel,Knife,reptile,41.0,38,"Answer using only only word - ""Chisel"" or ""Knife"" and not ""Tortoise"".Which is more similar in meaning to ""Tortoise""?","

Chisel",Chisel
1706,Blindworm,Chisel,Screwdriver,reptile,43.0,39,"Answer using only only word - ""Chisel"" or ""Screwdriver"" and not ""Blindworm"".Which is more similar in meaning to ""Blindworm""?","

Chisel",Chisel
1707,Knife,Lizard,Vacuum,tool,39.0,37,"Answer using only only word - ""Lizard"" or ""Vacuum"" and not ""Knife"".Which is more similar in meaning to ""Knife""?","

Lizard",Lizard
1708,Grinding disk,Caiman,Toad,tool,43.0,38,"Answer using only only word - ""Caiman"" or ""Toad"" and not ""Grinding disk"".Which is more similar in meaning to ""Grinding disk""?","

Caiman",Caiman
1709,Screwdriver,Tortoise,Vacuum,tool,43.0,41,"Answer using only only word - ""Tortoise"" or ""Vacuum"" and not ""Screwdriver"".Which is more similar in meaning to ""Screwdriver""?","

Tortoise",Tortoise
1710,Knife,Grinding disk,Paint brush,tool,42.0,39,"Answer using only only word - ""Grinding disk"" or ""Paint brush"" and not ""Knife"".Which is more similar in meaning to ""Knife""?","

Grinding disk",Grinding disk
1711,Turtle,Gecko,Toad,reptile,39.0,36,"Answer using only only word - ""Gecko"" or ""Toad"" and not ""Turtle"".Which is more similar in meaning to ""Turtle""?","

Gecko",Gecko
1712,Snake,Caiman,Crocodile,reptile,40.0,38,"Answer using only only word - ""Caiman"" or ""Crocodile"" and not ""Snake"".Which is more similar in meaning to ""Snake""?","

Crocodile",Crocodile
1713,Caiman,Crocodile,Dinosaur,reptile,41.0,40,"Answer using only only word - ""Crocodile"" or ""Dinosaur"" and not ""Caiman"".Which is more similar in meaning to ""Caiman""?","

Crocodile",Crocodile
1714,Dinosaur,Grinding disk,Turtle,reptile,43.0,37,"Answer using only only word - ""Grinding disk"" or ""Turtle"" and not ""Dinosaur"".Which is more similar in meaning to ""Dinosaur""?","

Turtle",Turtle
1715,Nail,Chameleon,Spanner,tool,40.0,39,"Answer using only only word - ""Chameleon"" or ""Spanner"" and not ""Nail"".Which is more similar in meaning to ""Nail""?","

Spanner",Spanner
1716,Salamander,Knife,Saw,reptile,41.0,38,"Answer using only only word - ""Knife"" or ""Saw"" and not ""Salamander"".Which is more similar in meaning to ""Salamander""?","

Knife",Knife
1717,Blindworm,Hammer,Toad,reptile,41.0,38,"Answer using only only word - ""Hammer"" or ""Toad"" and not ""Blindworm"".Which is more similar in meaning to ""Blindworm""?","

Toad",Toad
1718,Paint brush,Knife,Vacuum,tool,42.0,39,"Answer using only only word - ""Knife"" or ""Vacuum"" and not ""Paint brush"".Which is more similar in meaning to ""Paint brush""?","

Knife",Knife
1719,Knife,Boa python,Nail,tool,40.0,37,"Answer using only only word - ""Boa python"" or ""Nail"" and not ""Knife"".Which is more similar in meaning to ""Knife""?","

Nail",Nail
1720,Knife,Cobra,Nail,tool,39.0,38,"Answer using only only word - ""Cobra"" or ""Nail"" and not ""Knife"".Which is more similar in meaning to ""Knife""?","

Cobra",Cobra
1721,Axe,Grinding disk,Toad,tool,40.0,37,"Answer using only only word - ""Grinding disk"" or ""Toad"" and not ""Axe"".Which is more similar in meaning to ""Axe""?","

Toad",Toad
1722,Lizard,Chameleon,Crocodile,reptile,41.0,40,"Answer using only only word - ""Chameleon"" or ""Crocodile"" and not ""Lizard"".Which is more similar in meaning to ""Lizard""?","

Chameleon",Chameleon
1723,Chameleon,Boa python,Vacuum,reptile,42.0,41,"Answer using only only word - ""Boa python"" or ""Vacuum"" and not ""Chameleon"".Which is more similar in meaning to ""Chameleon""?","

Boa python",Boa python
1724,Vacuum,Lawn Mower,Shovel,tool,41.0,43,"Answer using only only word - ""Lawn Mower"" or ""Shovel"" and not ""Vacuum"".Which is more similar in meaning to ""Vacuum""?","

Lawn Mower",Lawn Mower
1725,Lawn Mower,Alligator,Nail,tool,42.0,40,"Answer using only only word - ""Alligator"" or ""Nail"" and not ""Lawn Mower"".Which is more similar in meaning to ""Lawn Mower""?","

Alligator",Alligator
1726,Spanner,Axe,Lizard,tool,40.0,38,"Answer using only only word - ""Axe"" or ""Lizard"" and not ""Spanner"".Which is more similar in meaning to ""Spanner""?","

Axe",Axe
1727,Crocodile,Boa python,Paint brush,reptile,44.0,43,"Answer using only only word - ""Boa python"" or ""Paint brush"" and not ""Crocodile"".Which is more similar in meaning to ""Crocodile""?","

Boa python",Boa python
1728,Blindworm,Saw,Turtle,reptile,41.0,38,"Answer using only only word - ""Saw"" or ""Turtle"" and not ""Blindworm"".Which is more similar in meaning to ""Blindworm""?","

Saw",Saw
1729,Anvil,Lizard,Tortoise,tool,40.0,37,"Answer using only only word - ""Lizard"" or ""Tortoise"" and not ""Anvil"".Which is more similar in meaning to ""Anvil""?","

Lizard",Lizard
1730,Cobra,Nail,Screwdriver,reptile,40.0,39,"Answer using only only word - ""Nail"" or ""Screwdriver"" and not ""Cobra"".Which is more similar in meaning to ""Cobra""?","

Nail",Nail
1731,Spanner,Screwdriver,Tortoise,tool,42.0,41,"Answer using only only word - ""Screwdriver"" or ""Tortoise"" and not ""Spanner"".Which is more similar in meaning to ""Spanner""?","

Screwdriver",Screwdriver
1732,Screwdriver,Knife,Shovel,tool,42.0,39,"Answer using only only word - ""Knife"" or ""Shovel"" and not ""Screwdriver"".Which is more similar in meaning to ""Screwdriver""?","

Knife",Knife
1733,Anvil,Cobra,Knife,tool,39.0,38,"Answer using only only word - ""Cobra"" or ""Knife"" and not ""Anvil"".Which is more similar in meaning to ""Anvil""?","

Cobra",Cobra
1734,Vacuum,Alligator,Nail,tool,40.0,38,"Answer using only only word - ""Alligator"" or ""Nail"" and not ""Vacuum"".Which is more similar in meaning to ""Vacuum""?","

Nail",Nail
1735,Cobra,Boa python,Tortoise,reptile,41.0,41,"Answer using only only word - ""Boa python"" or ""Tortoise"" and not ""Cobra"".Which is more similar in meaning to ""Cobra""?","

Boa python",Boa python
1736,Toad,Alligator,Saw,reptile,39.0,36,"Answer using only only word - ""Alligator"" or ""Saw"" and not ""Toad"".Which is more similar in meaning to ""Toad""?","

Alligator",Alligator
1737,Shovel,Paint brush,Toad,tool,41.0,40,"Answer using only only word - ""Paint brush"" or ""Toad"" and not ""Shovel"".Which is more similar in meaning to ""Shovel""?","

Paint brush",Paint brush
1738,Paint brush,Nail,Tortoise,tool,42.0,39,"Answer using only only word - ""Nail"" or ""Tortoise"" and not ""Paint brush"".Which is more similar in meaning to ""Paint brush""?","

Nail",Nail
1739,Hammer,Gecko,Vacuum,tool,40.0,37,"Answer using only only word - ""Gecko"" or ""Vacuum"" and not ""Hammer"".Which is more similar in meaning to ""Hammer""?","

Gecko",Gecko
1740,Spanner,Lawn Mower,Lizard,tool,41.0,40,"Answer using only only word - ""Lawn Mower"" or ""Lizard"" and not ""Spanner"".Which is more similar in meaning to ""Spanner""?","

Lizard",Lizard
1741,Alligator,Crocodile,Snake,reptile,42.0,39,"Answer using only only word - ""Crocodile"" or ""Snake"" and not ""Alligator"".Which is more similar in meaning to ""Alligator""?","

Crocodile",Crocodile
1742,Gecko,Caiman,Lawn Mower,reptile,40.0,38,"Answer using only only word - ""Caiman"" or ""Lawn Mower"" and not ""Gecko"".Which is more similar in meaning to ""Gecko""?","

Caiman",Caiman
